V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101
Subdoligranulum	5	7	3	8	8	9	7	8	7	7	4	3	1	3	8	0	5	3	1	6	3	7	3	6	4	2	7	5	5	7	4	3	7	2	8	8	5	9	3	9	3	6	7	7	9	4	7	5	5	4	8	3	4	4	8	5	6	6	3	3	7	4	6	7	3	3	1	5	1	1	5	6	7	3	3	7	2	6	5	10	4	5	10	5	8	7	8	6	4	4	7	7	4	5	2	5	6	4	7	8
Subgroup 10	1	0	3	1	0	1	2	2	1	2	0	2	1	1	0	0	2	2	0	0	1	0	2	0	0	1	0	3	3	2	1	2	0	1	0	0	1	1	2	0	2	2	1	0	1	2	1	2	1	2	1	1	0	2	1	1	2	1	0	0	2	0	0	1	0	2	2	3	0	1	1	0	1	0	0	1	1	2	0	0	1	0	4	2	2	0	2	2	0	0	3	1	1	1	2	1	3	1	2	2
Subgroup 23	3	2	2	0	5	0	0	0	0	1	0	1	0	1	0	1	3	2	1	2	1	3	2	3	2	0	1	0	2	3	2	5	3	0	3	4	2	1	3	2	2	5	1	1	3	3	1	2	2	2	2	3	2	1	2	2	0	2	1	0	1	3	2	0	1	0	1	3	0	0	5	4	5	2	1	0	1	2	0	1	1	2	2	1	1	1	3	0	2	0	0	0	2	0	2	7	1	0	4	0
Sulfuricella	1	1	5	1	3	5	3	0	2	3	2	1	2	5	2	2	9	6	3	1	2	4	1	2	1	2	2	4	2	2	2	1	4	2	1	2	6	6	2	2	4	4	3	7	1	1	3	3	3	2	3	4	0	2	0	2	3	3	5	4	5	6	4	3	4	6	3	3	4	3	3	2	5	2	1	3	2	3	5	2	2	1	3	2	3	2	2	3	3	1	1	6	4	0	1	2	1	2	4	0
Sulfuricurvum	98	104	122	109	109	140	109	124	127	135	117	108	109	117	118	124	127	116	122	126	107	110	113	149	131	120	128	120	135	131	106	133	127	128	121	114	95	146	102	130	134	108	112	145	116	113	97	112	123	131	108	126	112	126	120	143	110	130	124	118	129	116	134	123	118	133	108	110	108	135	109	127	113	119	128	119	120	110	125	111	111	126	99	131	122	124	107	109	126	122	116	109	134	122	134	109	117	129	114	141
Sulfurifustis	2	1	3	0	1	1	3	0	0	1	2	0	0	2	0	2	2	0	2	0	2	1	3	0	1	2	2	0	1	1	0	1	1	0	1	2	1	1	0	0	0	3	0	0	0	0	0	1	2	0	3	2	1	2	2	1	2	1	0	2	2	1	0	1	2	2	1	0	0	0	0	1	3	0	1	0	0	2	1	0	1	1	0	1	0	2	1	1	0	0	0	2	1	4	0	0	0	0	1	3
Sulfurimonas	57	53	61	63	63	46	48	50	41	57	47	49	45	50	49	50	52	37	47	40	46	55	50	39	41	50	64	59	53	45	44	64	34	61	56	48	43	57	46	58	54	55	42	45	43	52	50	50	59	50	54	68	55	44	62	56	55	52	59	55	56	54	40	34	47	55	51	44	57	62	48	48	51	56	51	52	60	56	59	44	46	49	46	67	46	49	53	52	42	56	47	49	67	52	61	38	36	44	50	63
Sulfurisoma	1	3	1	1	2	1	6	3	3	1	3	0	2	1	0	1	0	1	2	1	4	2	1	1	2	2	2	4	4	1	1	3	0	2	1	1	1	1	0	1	2	4	1	3	0	2	2	3	3	1	2	3	1	1	1	2	2	1	2	2	2	1	1	4	3	2	1	1	1	1	0	2	2	3	3	2	3	4	0	1	1	4	2	1	3	2	1	1	1	2	1	2	1	3	2	3	2	0	2	0
Sulfuritalea	40	50	45	36	38	46	37	33	43	57	46	41	49	56	52	45	48	44	37	46	41	45	41	40	49	35	42	44	50	43	42	44	43	46	42	42	39	46	57	28	54	65	37	59	35	32	32	48	50	38	41	46	42	40	41	52	56	34	49	46	53	39	52	44	43	49	49	43	45	52	45	42	40	43	40	42	58	41	37	43	52	54	40	48	36	51	52	44	49	37	54	57	39	48	45	46	55	47	57	49
Sulfurospirillum	34	36	30	28	35	27	35	36	37	37	20	26	23	35	23	22	26	35	34	27	24	23	30	37	33	31	32	27	25	21	32	24	29	28	25	20	20	25	27	33	33	32	38	27	26	31	35	32	35	28	20	35	24	25	30	22	24	32	23	43	16	39	20	26	22	29	21	42	13	33	35	22	28	38	21	40	32	23	34	28	25	27	25	35	30	22	27	26	30	24	45	29	23	20	29	27	29	18	28	33
Sulfurovum	3	1	2	2	2	0	4	1	4	2	2	3	2	5	2	0	2	3	1	1	1	5	1	3	4	5	2	1	2	3	0	1	4	2	1	2	3	1	4	5	4	4	0	2	1	2	2	1	2	1	2	3	2	1	1	2	1	2	2	1	2	2	1	2	1	4	4	2	3	2	2	2	2	0	1	2	4	2	1	1	0	1	2	3	1	2	1	2	1	2	0	7	2	1	4	4	1	1	1	1
Sva0081 sediment group	2	0	2	1	2	5	2	1	2	0	1	1	0	2	2	2	1	0	0	1	2	1	3	0	2	1	1	2	1	1	0	4	2	1	0	0	0	2	4	0	1	2	1	0	3	0	2	1	1	1	2	2	2	1	3	2	3	4	2	0	2	0	2	3	2	0	2	2	0	1	2	0	3	3	0	1	0	0	2	1	4	1	3	2	2	3	2	0	1	2	2	2	1	1	0	2	0	1	1	1
Syntrophobacter	1	0	1	0	0	0	0	1	1	0	0	1	0	3	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	3	1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	4	1	0	0	0	1	1	1	0	0	1
Syntrophorhabdus	1	1	0	2	0	2	3	2	5	1	2	3	2	2	2	1	2	1	1	2	4	0	0	4	4	1	0	1	2	3	0	1	2	0	1	3	3	2	6	2	3	1	1	3	2	4	1	1	0	1	0	2	2	5	1	0	0	1	1	2	3	1	0	3	0	1	1	0	0	4	1	3	0	1	1	3	3	3	0	3	3	0	1	0	1	1	1	2	2	1	4	1	0	3	1	0	2	4	2	0
Syntrophus	8	7	8	7	8	8	10	5	9	6	10	3	8	7	3	7	6	4	7	5	9	10	8	10	7	8	8	5	8	5	4	7	5	10	5	8	7	5	11	14	7	6	9	6	11	11	8	13	10	8	8	12	7	13	7	7	16	9	9	5	3	5	11	5	8	8	8	7	3	9	12	6	4	12	9	10	6	8	7	6	10	11	13	9	7	5	10	2	10	7	6	4	11	9	4	9	6	5	11	6
TPD-58	0	1	0	1	0	0	0	0	0	0	1	0	4	0	1	1	1	0	0	0	1	2	3	2	1	0	1	2	1	0	1	2	1	0	2	1	0	3	1	0	2	0	0	2	2	0	0	2	2	1	3	0	0	3	0	1	0	2	1	0	2	1	0	2	2	2	1	1	0	0	2	1	0	0	2	0	1	2	0	1	1	0	1	0	1	2	1	2	1	0	0	3	0	1	0	1	0	0	3	0
Tabrizicola	261	236	274	275	237	258	276	227	257	256	253	259	279	264	259	253	253	239	275	265	281	269	264	261	273	280	263	252	236	264	260	264	265	261	262	245	279	254	289	273	283	246	250	274	264	280	232	252	256	261	237	266	229	247	241	273	233	249	271	262	264	227	250	245	278	266	249	263	250	260	240	238	268	267	295	226	263	250	266	269	228	255	247	258	239	236	255	224	238	277	281	263	267	251	265	275	237	256	253	255
Tahibacter	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	2	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	2	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	2	1	1	1	2	1	2	1	0
Taonella	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	1	3	0	0	0	1	1	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	2	0	2	1	0	0
Terrimonas	26	26	30	18	31	24	18	25	22	32	24	15	20	24	25	21	17	35	17	27	30	21	14	31	25	19	21	29	22	17	35	18	31	23	22	24	26	22	20	30	16	26	28	19	29	31	16	18	26	21	27	26	29	29	18	32	14	22	26	25	26	22	17	27	35	22	29	25	27	21	32	26	33	20	25	23	28	36	25	27	22	32	26	30	24	20	22	31	27	30	31	21	30	28	17	28	27	30	19	28
Terrisporobacter	1	6	2	2	1	3	2	1	1	1	2	1	2	2	3	4	1	3	4	2	1	2	1	0	4	0	5	2	2	2	1	3	2	2	4	0	2	3	1	4	1	2	1	2	3	2	1	1	1	3	1	6	5	3	1	2	1	1	1	4	1	3	1	2	1	3	1	3	0	1	5	2	0	3	1	1	0	2	3	2	1	3	2	3	3	3	2	2	1	2	2	3	1	1	4	4	2	0	5	2
Tetrasphaera	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	2	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0
Thauera	3	4	1	8	4	5	4	6	1	5	1	5	2	5	5	2	4	0	4	5	3	4	4	5	7	6	8	7	7	2	4	3	6	2	3	7	1	3	5	3	1	6	4	0	1	4	3	11	6	2	6	1	7	4	10	2	2	4	2	3	4	8	4	8	7	7	3	7	1	5	4	5	8	7	5	6	6	8	4	4	7	10	5	5	2	6	5	2	8	10	6	5	5	7	6	3	2	5	5	6
Thermoanaerobaculum	1	1	0	1	0	1	0	1	0	2	0	0	0	0	1	1	1	0	1	2	0	2	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	2	1	1	0	2	2	0	0	1	1	0	0	1	1	3	1	0	0	0	1	0	2	0	0	0	0	0	1	0	2	0	0	1	0	1	1	0	0	0	0	1	0	0	0	2	1	0	1	0	0	1	0	0	3	0	0	1	1
Thermomonas	15	12	12	8	19	5	12	19	15	16	20	16	16	16	13	21	26	14	20	18	21	18	15	13	16	17	18	13	14	20	19	26	15	19	18	13	13	17	15	15	16	15	22	13	18	12	15	20	21	10	15	20	12	15	11	22	16	13	16	16	23	20	22	17	17	18	23	17	15	23	11	15	18	12	12	25	19	20	18	16	12	17	18	19	13	13	16	15	22	17	11	11	29	6	13	21	11	14	16	14
Thiobacillus	8	6	5	9	6	3	6	6	4	8	7	3	5	3	4	6	3	7	4	5	2	3	2	4	5	5	4	4	3	2	12	5	4	7	1	6	3	2	5	7	0	4	6	1	3	3	9	10	4	4	7	5	3	3	3	2	7	3	5	6	4	5	1	6	0	3	2	3	3	7	5	0	5	5	5	2	5	1	6	9	2	11	5	3	3	6	9	3	4	2	3	5	3	3	13	3	4	2	9	4
Thiothrix	0	0	0	1	1	3	0	1	2	0	2	1	2	0	0	3	2	2	0	2	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	3	0	0	2	1	0	0	1	0	0	1	0	1	0	1	2	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	5	0	2	2	1	0	0	2	0	0	1	2	0	2	1	1	2
Tibeticola	14	16	17	18	18	15	19	15	12	15	19	11	22	12	17	17	18	21	14	12	10	17	17	13	14	14	13	14	16	13	10	20	19	8	10	12	13	14	12	9	17	10	12	17	20	11	16	10	18	13	14	10	15	9	12	20	22	25	14	23	21	12	11	19	9	19	17	12	17	15	10	15	18	11	16	12	21	19	11	13	10	14	13	6	24	15	17	19	12	17	16	17	18	8	22	8	14	13	15	9
Tolumonas	8	8	8	2	9	4	5	8	9	6	10	7	5	4	9	2	6	7	7	8	10	4	6	8	8	7	10	4	6	4	5	9	8	4	5	10	6	10	5	6	9	6	5	8	8	5	11	8	3	5	10	3	6	4	9	3	7	8	7	3	9	9	6	6	6	4	5	4	8	9	7	4	5	8	5	8	10	6	11	8	13	8	4	8	7	7	4	1	8	11	8	4	11	8	9	5	8	7	6	10
Trichococcus	7	15	7	11	13	7	10	12	9	15	9	17	10	12	16	15	19	11	18	14	15	11	9	14	10	14	10	12	16	11	12	14	16	14	13	15	6	15	5	18	13	8	21	17	15	12	20	20	11	10	16	9	8	14	15	8	21	13	15	15	15	8	18	11	18	11	13	10	10	10	16	14	8	7	8	19	15	10	10	19	11	9	13	16	12	14	6	9	14	5	12	11	11	9	7	9	11	10	10	15
Tropicimonas	1	1	3	1	1	3	3	1	1	4	1	1	2	1	3	3	0	0	2	0	2	3	1	0	0	2	0	3	1	2	1	0	1	0	3	2	2	3	1	1	1	3	1	3	3	0	0	2	5	0	1	1	2	1	3	1	1	1	4	0	0	0	4	0	1	4	1	0	1	2	2	0	0	0	1	1	0	0	4	2	6	3	1	1	1	4	2	4	1	3	4	0	0	0	2	1	0	2	2	1
Tumebacillus	0	1	0	0	2	1	0	0	1	1	0	1	0	2	0	2	0	1	1	1	4	1	1	0	0	1	1	0	3	1	0	0	0	2	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	0	2	2	2	2	0	0	1	1	0	0	0	0	0	0	1	1	2	0	2	2	0	1	1	1	0	0	0	0	0	2	2	0	1	0	2	1	0	0	1	0	0	1	0	2	0	2	2	0	4
Tychonema CCAP 1459-11B	2	0	2	2	0	0	1	1	0	1	2	1	1	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	0	1	0	3	0	0	2	0	2	1	1	0	0	4	1	1	0	0	0	2	1	1	1	1	0	1	2	1	1	0	0	0	2	2	0	0	4	0	1	1	0	1	2	0	1	0	0	1	1	0	2	1	2	2	0	2	1	0	2	0	0	1	0	0	0
Tyzzerella 3	1	2	0	2	0	2	2	3	1	2	1	2	0	0	2	2	1	1	1	3	2	1	4	1	1	0	2	0	0	0	0	0	0	1	0	2	2	1	3	3	0	1	1	2	0	0	2	0	0	1	2	2	0	1	0	0	4	1	3	0	0	0	2	0	0	1	0	1	0	1	1	2	1	2	1	4	1	0	2	0	2	1	0	1	0	0	1	3	0	3	2	3	0	0	0	1	1	0	1	2
UBA6140	3	1	0	1	0	4	0	2	0	3	2	3	3	3	0	0	1	3	2	1	2	2	1	1	1	2	1	0	4	1	2	0	4	2	1	1	1	0	2	1	2	5	2	1	2	0	1	1	1	1	0	1	3	2	2	0	0	1	0	2	1	0	3	1	0	1	0	2	2	4	2	0	1	2	0	0	1	0	3	0	3	1	2	2	0	2	3	2	3	0	1	1	2	2	1	3	0	1	1	0
Uliginosibacterium	18	16	12	14	19	25	20	22	20	17	14	23	16	25	13	13	21	16	21	15	18	14	28	18	12	14	11	23	23	17	19	18	13	17	19	18	21	18	20	16	22	22	19	20	20	19	24	20	15	15	15	15	17	16	18	16	14	22	20	10	15	12	13	28	17	18	28	14	23	13	16	21	17	18	20	14	24	22	19	18	19	18	19	13	26	19	27	18	12	18	18	14	17	18	23	15	15	17	13	21
Undibacterium	13	15	19	20	17	16	14	18	23	20	13	20	18	16	21	27	23	20	17	18	16	13	29	18	18	16	15	18	16	19	33	24	10	12	15	18	16	23	20	13	22	16	29	16	15	21	23	23	18	22	18	15	15	21	19	19	18	30	21	19	28	18	22	16	19	14	23	16	24	19	18	20	22	15	21	23	20	17	17	15	23	16	13	23	19	16	17	21	14	23	15	21	14	12	17	25	22	14	19	14
Variovorax	8	6	7	5	5	7	7	9	7	3	10	6	7	5	2	8	12	9	8	4	2	9	8	2	8	4	5	7	6	9	8	8	7	5	4	7	5	6	15	8	10	6	11	5	5	4	5	10	6	4	12	9	7	4	8	9	8	5	5	3	9	7	6	13	4	8	10	14	9	4	5	6	5	3	7	7	9	11	9	5	9	5	9	5	3	3	9	5	3	6	6	9	7	6	10	8	4	7	6	7
Verruc-01	2	6	4	4	4	5	4	7	5	10	5	5	7	5	6	3	5	10	3	6	5	10	4	3	9	9	6	6	5	7	8	3	1	5	6	6	6	8	4	8	3	1	8	6	6	5	3	3	7	6	7	3	5	8	9	4	5	6	6	6	7	2	7	5	4	3	5	6	5	7	0	7	5	8	5	10	7	8	8	3	9	7	3	7	4	4	6	9	3	6	6	1	3	4	9	3	6	7	7	5
Verticia	1	1	3	0	0	0	1	2	3	2	0	0	1	0	1	3	0	0	2	0	1	2	0	0	0	0	0	0	2	0	2	1	0	0	1	1	0	0	4	1	0	1	0	0	0	1	2	2	2	1	1	0	0	1	0	0	2	1	4	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	1	1	0	2	0	2	1	2	0	1	0	0	0	0	2	2	2	2	0	0	0	1	0	0	4	0
Vogesella	7	5	9	13	6	10	7	8	7	9	10	3	9	7	10	9	5	5	10	11	13	7	8	9	11	7	10	6	8	5	5	9	8	5	13	9	10	5	3	6	6	6	4	5	5	10	9	8	6	8	7	7	4	7	8	12	8	11	3	4	10	7	9	9	9	2	9	6	6	9	7	6	6	9	11	9	6	6	5	6	9	7	8	6	6	6	5	7	8	10	6	7	8	8	5	6	8	8	8	7
WCHB1-32	2	2	2	1	2	1	2	0	0	1	2	0	2	1	1	3	2	3	1	1	0	0	3	2	0	3	0	2	4	0	1	1	1	1	0	4	3	4	3	1	1	0	2	4	0	1	2	1	1	1	2	2	2	1	1	0	2	0	0	2	1	3	2	1	2	2	0	2	5	2	1	0	4	2	1	1	2	1	2	3	2	3	0	3	1	0	1	3	1	0	1	3	3	1	0	6	5	1	3	0
Woeseia	3	2	3	2	2	1	0	0	2	2	2	2	2	1	0	0	0	0	2	0	1	2	5	2	3	2	3	1	2	2	4	1	1	4	2	0	2	4	0	3	4	4	1	2	2	1	2	3	1	1	0	3	2	3	2	0	1	3	2	2	0	1	2	2	2	3	3	3	2	3	0	1	4	1	2	2	2	2	1	1	1	2	0	3	0	0	1	2	1	1	1	3	3	1	1	3	2	1	1	2
Xanthobacter	1	3	5	0	2	3	5	2	2	3	4	3	1	4	3	4	1	3	4	1	6	2	2	3	5	1	1	3	2	2	3	2	3	4	3	3	0	1	8	4	4	1	2	2	1	3	1	1	1	4	2	2	3	7	2	5	2	2	3	2	2	1	4	2	4	1	2	3	2	3	4	4	0	2	2	2	3	3	1	5	3	1	4	5	0	3	2	1	2	2	3	3	3	3	6	5	3	2	3	1
Xylophilus	0	0	1	1	1	1	0	1	0	5	4	1	1	2	2	3	1	0	0	0	2	2	1	0	3	2	2	1	1	1	2	2	0	0	1	1	5	1	1	0	0	1	1	1	1	2	1	1	2	0	1	2	4	1	2	1	0	2	2	1	0	1	1	0	0	4	1	1	2	3	3	2	0	0	2	2	1	4	0	0	0	2	1	1	1	0	0	1	0	0	0	0	2	0	3	1	1	1	1	1
Yersinia	2	1	0	1	2	1	0	1	1	0	2	0	1	1	0	0	0	2	1	0	0	1	1	2	1	0	1	1	1	1	1	1	1	1	0	1	0	2	2	1	2	2	1	2	2	2	0	1	0	1	2	0	1	2	0	0	1	0	0	1	1	1	1	1	2	0	2	1	1	0	0	0	1	1	3	1	0	1	1	0	0	0	3	1	0	1	0	0	0	0	1	0	0	0	1	0	2	1	2	1
Yonghaparkia	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3	1	0	1	1	1	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	1	3	0	0	0	0	3	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z-35	1	3	0	1	2	2	2	0	1	1	3	1	1	2	3	2	1	1	1	1	1	3	6	3	5	2	1	5	2	2	4	3	2	0	4	6	1	4	3	2	3	3	2	6	1	1	3	1	3	1	1	1	1	2	2	1	4	2	2	4	2	0	4	2	0	1	2	4	1	1	1	2	0	2	1	2	2	0	1	2	2	0	3	4	2	3	0	1	2	1	0	1	2	2	1	1	0	1	1	1
Zavarzinella	0	0	2	0	0	1	1	1	3	2	0	1	1	0	2	2	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	1	0	1	1	2	0	0	1	2	2	0	1	1	0	2	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	2	2	2	1	0	1	2	2	2	0
Zoogloea	4	13	7	10	11	15	10	16	5	9	15	10	11	22	13	14	11	15	13	20	16	11	12	15	13	10	15	11	18	15	10	12	5	14	12	16	11	12	14	10	13	13	13	15	10	15	16	12	19	20	12	11	20	12	17	10	17	16	10	10	11	9	21	9	14	10	13	10	13	21	9	17	14	12	9	13	13	12	9	18	10	16	15	9	12	12	9	10	13	11	10	12	11	13	16	11	19	13	20	8
[Cytophaga] xylanolytica group	1	1	0	0	3	1	0	0	1	1	4	0	1	1	0	0	1	0	1	1	2	3	0	1	1	1	0	2	1	0	2	2	0	0	0	1	0	0	1	0	1	1	0	4	1	1	1	1	1	0	1	0	2	0	1	1	0	0	2	1	2	0	0	1	3	1	0	0	1	1	0	2	3	1	0	0	1	0	1	1	0	3	2	0	1	2	1	2	0	0	1	0	2	1	0	2	1	2	0	0
[Eubacterium] brachy group	3	2	3	0	0	1	3	3	2	2	1	0	1	1	4	2	1	0	2	0	1	1	0	3	1	1	1	3	1	1	0	2	2	4	1	2	1	3	0	2	2	3	0	1	1	3	3	2	0	1	2	0	3	5	4	2	2	1	0	1	0	3	4	0	0	2	0	2	1	2	1	1	0	3	0	0	1	4	3	5	1	0	0	1	3	1	1	2	1	4	2	0	0	2	0	1	1	0	4	5
[Eubacterium] coprostanoligenes group	2	1	2	1	4	1	0	2	2	4	3	1	0	1	1	1	1	1	2	3	3	2	1	1	3	1	4	3	1	1	2	1	2	3	3	2	0	1	2	2	3	3	0	4	4	5	0	3	2	1	2	2	3	0	2	5	0	4	2	2	3	1	3	2	2	2	1	0	4	2	1	2	1	1	2	2	3	1	4	2	1	1	5	3	2	1	4	5	6	4	3	3	1	3	4	3	2	2	3	2
[Eubacterium] eligens group	0	1	0	0	0	0	1	2	1	0	1	0	0	1	0	0	1	1	0	2	2	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	2	2	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	2	0	2	0	2	3	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	2	0	4	1	2	0	1	3	0	1	1	0	1	1	0	0	2	0	0	1	0	0	0	2	0
[Eubacterium] hallii group	1	1	0	1	1	3	0	2	3	1	1	4	1	2	0	1	2	0	0	0	2	2	0	2	2	1	0	0	2	1	1	2	1	0	0	1	0	2	2	1	1	0	0	2	1	1	1	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	2	1	1	1	1	0	2	1	4	1	1	0	0	1	1	1	1	1	0	1	1	4	3	0	4	1	1	1	1	1	0	4	1	1	2	1	0	1
[Eubacterium] ruminantium group	1	1	0	1	2	0	1	0	0	0	0	0	2	0	1	2	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	3	0	1	0	0	0	1	1	1	1	0	0	1	0	2	0	1	1	1	0	1	0	1	0	0	0	0	0	2	2	0	0	0	0	0
[Eubacterium] ventriosum group	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	2	1	0	1	0	1	1	1	0	0	0	0	0	2	0	0	0	1	0	0	2	2	0	0	0	2	1	0	1	3	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
[Ruminococcus] gauvreauii group	1	1	2	0	0	0	4	0	1	0	0	0	2	1	0	1	0	0	2	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	3	1	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	1	0	1	2	0	1	1	1	0	0	0	0	2	1	1	0	1	1	1	0	2	0	2	1
[Ruminococcus] gnavus group	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	1	2	1	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	2	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
[Ruminococcus] torques group	2	1	3	1	4	0	2	2	1	3	2	1	1	2	1	2	0	2	2	1	1	2	2	1	3	2	4	0	1	0	1	0	3	1	0	0	1	4	4	2	1	2	1	5	1	6	3	3	1	0	2	2	2	3	0	2	2	2	2	0	2	1	3	1	3	3	1	3	1	0	1	1	4	4	2	4	4	4	1	3	0	3	2	1	1	4	1	0	2	4	2	1	3	1	3	2	1	4	1	1
alphaI cluster	27	23	15	27	21	19	25	16	24	21	29	17	24	14	21	31	21	21	21	27	23	19	17	28	19	24	15	23	24	25	19	23	16	23	17	22	28	29	16	19	18	33	22	23	17	22	35	27	22	19	21	25	18	20	13	18	20	17	24	14	29	23	23	29	18	19	22	19	12	21	26	21	12	17	26	20	22	22	22	16	19	28	25	31	17	31	26	21	26	15	22	29	15	27	20	23	26	26	18	24
hgcI clade	277	316	324	294	284	330	281	289	315	311	281	315	316	301	304	317	306	323	334	346	329	301	289	336	315	338	320	304	318	351	324	309	326	317	307	328	294	289	303	298	301	304	326	291	302	330	307	315	303	315	300	306	320	326	337	325	319	326	280	318	301	290	328	300	339	275	325	306	304	320	321	277	325	293	343	310	334	300	313	297	319	293	322	341	289	313	321	329	332	286	333	323	307	316	309	304	306	302	310	302
mle1-7	0	2	0	2	0	0	0	0	0	0	0	1	1	1	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	2	2	1	0	0	1	0	0	0	1	2	1	0	0	1	0	1	0	1	2	1	0	0	0	2	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	2	0	0	0	0	0	0	0
oc32	1	3	3	3	1	0	1	3	1	1	4	1	1	1	2	2	0	1	1	1	2	2	1	1	1	1	2	3	1	1	3	0	2	0	3	1	1	3	0	1	4	2	0	1	2	1	0	0	2	0	3	1	1	3	2	0	1	2	2	0	1	1	1	0	0	3	1	0	0	3	4	0	3	1	0	1	2	2	1	1	1	0	4	1	2	1	2	1	1	3	2	4	2	0	1	0	3	1	2	3
possible genus 04	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0
