V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101
Listeria	2723	2705	2666	2613	2571	2706	2723	2669	2629	2605	2622	2653	2678	2633	2656	2678	2702	2577	2612	2611	2608	2710	2679	2660	2654	2671	2628	2676	2707	2636	2706	2686	2615	2658	2643	2706	2697	2699	2682	2677	2639	2653	2729	2722	2755	2763	2664	2672	2665	2709	2623	2651	2674	2585	2719	2718	2675	2714	2682	2548	2653	2656	2635	2647	2698	2632	2640	2658	2573	2721	2689	2687	2728	2715	2641	2721	2622	2630	2658	2659	2785	2600	2655	2671	2709	2631	2768	2680	2724	2732	2659	2775	2604	2693	2697	2625	2647	2644	2800	2722
MND1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MWH-Ta3	1	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Macrococcus	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
Mangrovibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Massilia	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotenera	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Moraxella	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niveispirillum	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0
Noviherbaspirillum	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Novosphingobium	0	0	0	1	1	0	2	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	2	1	0	3	1	0	0	0	0	1	2	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	1	1	0	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	1	1	1	4
OM27 clade	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Paenibacillus	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0
Pantoea	1	4	3	5	3	5	1	3	4	4	4	4	3	2	3	2	2	1	4	2	2	2	1	3	4	2	2	4	1	1	4	0	2	1	3	4	4	4	2	1	4	3	2	1	1	3	2	6	2	4	2	7	0	2	2	5	3	2	3	3	2	0	3	3	1	5	2	3	4	3	4	2	3	4	2	1	6	1	3	2	3	4	3	3	4	1	2	8	5	4	1	2	1	7	0	3	2	1	1	4
Pectobacterium	0	2	0	3	3	1	0	0	0	3	1	2	1	1	0	1	2	2	0	1	0	1	0	0	0	0	2	0	0	2	0	1	1	2	0	1	0	0	1	1	1	1	1	0	0	0	0	2	2	0	0	3	0	0	1	0	0	0	0	0	1	2	1	2	0	0	2	0	1	2	3	2	0	1	1	2	0	2	2	1	1	0	0	0	0	3	0	0	0	0	0	0	4	2	0	1	2	0	0	0
Plesiomonas	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
Pluralibacter	2	3	1	2	2	2	3	2	3	0	1	0	2	1	2	1	1	3	2	1	4	3	0	0	5	3	2	2	2	4	2	3	0	0	2	1	1	2	1	4	0	1	4	0	4	2	2	0	3	2	0	3	0	2	3	5	2	3	0	3	2	1	1	1	0	4	2	3	1	1	1	3	3	0	0	3	1	0	3	2	4	0	2	0	1	2	1	3	3	0	2	0	3	1	2	4	3	1	1	3
Polynucleobacter	4	3	4	3	2	1	1	2	2	2	3	2	3	4	1	3	1	4	2	2	2	0	1	1	1	2	2	1	3	1	0	5	2	0	3	4	0	2	3	2	3	5	0	1	2	2	3	2	4	0	2	0	0	4	2	3	3	2	5	5	0	3	2	2	1	1	3	4	2	1	0	2	1	1	2	2	1	3	4	5	2	0	1	3	3	1	3	1	0	3	4	1	3	3	3	4	2	2	3	5
Pseudarcicella	18	12	14	17	17	16	15	10	12	13	16	10	11	14	11	11	19	12	11	9	14	16	9	12	17	16	13	16	15	17	17	15	11	15	14	15	11	12	13	14	14	12	15	12	15	13	11	9	20	10	16	10	19	17	26	8	12	14	9	10	12	13	23	13	13	9	10	18	11	9	17	10	16	15	17	16	18	16	9	17	16	12	5	9	14	12	17	15	16	11	8	11	16	17	13	8	12	13	6	11
Pseudocitrobacter	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	4	0	0	2	1	0	1	0	1	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	2	1	0	0	0	3	0	2	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0
Pseudomonas	254	270	246	285	237	259	255	244	270	249	262	258	250	260	242	253	262	259	277	267	240	265	265	222	254	238	246	275	242	256	264	235	255	253	268	230	246	248	248	264	267	273	230	254	254	289	238	234	255	247	271	247	268	234	244	282	256	238	223	243	273	253	258	295	260	271	254	253	292	247	244	253	270	265	282	259	267	248	273	242	265	270	271	242	252	234	235	278	287	255	256	265	269	251	294	242	286	264	258	224
Pseudorhodobacter	0	3	7	1	2	2	2	7	2	2	4	3	4	2	5	3	4	5	6	4	4	5	3	5	4	1	2	3	2	1	4	3	2	2	2	2	4	5	1	3	3	4	10	3	0	4	5	2	0	4	4	2	2	2	3	0	7	1	7	4	1	4	2	3	4	5	3	1	3	3	3	2	5	1	6	4	1	0	3	4	0	2	5	5	2	3	2	5	3	4	2	3	3	1	8	1	1	3	5	4
Psychrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RS62 marine group	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Rahnella	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
Raoultella	0	1	1	1	1	0	0	1	3	0	0	1	0	0	4	2	1	0	2	1	1	1	1	1	3	3	2	0	1	0	0	0	2	2	0	0	1	0	2	2	1	2	2	2	0	1	0	0	1	2	1	1	0	4	0	2	2	1	1	0	2	2	0	0	2	0	5	1	1	1	0	0	2	1	0	0	0	0	2	2	1	3	0	1	1	0	1	1	2	1	1	1	0	2	0	2	0	0	0	1
Rheinheimera	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1
Rhizobacter	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0
Rhodobacter	0	0	2	0	2	0	2	0	0	0	1	1	1	0	1	0	1	1	1	0	4	1	3	1	0	2	1	3	0	1	0	1	0	2	2	1	0	2	0	1	2	0	0	1	0	0	0	0	2	0	0	1	0	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	2	1	3	0	0	2	0	2	1	0	1	2	0	0	0	1	2	1	1	1	1	1	2	1	0	0
Rhodoferax	1	0	0	1	1	0	0	0	1	2	2	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	2	1	1	0	1	0	2	1	0	0	0	1	1	0	1	2	1	0	1	1	0	1	1	0	0	2	0	2	1	0	1	0	0	0	3	1	1	1	1	0	1	2	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	3	2	2	1	1	0	0	0	5	0	1	1
Rhodoluna	4	5	3	1	3	4	2	0	1	2	1	1	6	2	3	2	5	1	1	2	3	2	4	4	3	4	3	2	2	3	1	1	1	3	3	3	2	0	3	0	2	5	2	1	3	1	7	2	2	2	0	1	1	2	5	5	2	3	1	2	2	5	3	2	3	4	4	4	4	3	3	4	1	2	3	3	2	2	2	2	4	3	0	3	1	3	3	1	2	5	1	5	1	2	4	1	5	3	2	1
Rickettsiella	0	0	2	1	2	3	1	1	2	2	1	2	3	1	1	1	3	2	3	3	2	0	1	0	1	1	3	6	3	2	3	2	2	1	3	0	2	3	0	0	4	2	1	3	0	3	1	1	2	1	2	1	1	2	3	2	1	0	0	2	2	1	3	1	1	2	1	1	3	2	2	1	0	1	2	4	1	2	1	2	2	2	0	0	0	0	2	1	2	1	3	1	0	0	1	0	3	2	2	2
Romboutsia	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	2	0	0	0	0
Salmonella	10457	10650	10541	10298	10447	10448	10583	10546	10516	10760	10300	10436	10540	10357	10367	10586	10406	10444	10555	10578	10534	10639	10333	10434	10466	10518	10524	10502	10411	10598	10395	10568	10675	10596	10461	10512	10500	10362	10498	10452	10572	10577	10292	10521	10585	10675	10507	10504	10501	10565	10516	10652	10483	10674	10401	10416	10595	10478	10508	10436	10561	10494	10393	10616	10499	10551	10496	10543	10370	10522	10576	10455	10566	10543	10414	10486	10588	10544	10505	10571	10443	10466	10659	10596	10418	10471	10401	10495	10581	10425	10643	10618	10536	10538	10526	10508	10527	10420	10433	10533
Sediminibacterium	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	2	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0
Serratia	2	3	2	3	3	2	1	2	0	1	1	0	1	0	4	3	2	1	3	0	2	1	1	4	4	2	0	0	0	0	2	2	0	0	1	0	2	3	1	1	0	2	1	1	2	0	1	0	2	1	0	1	0	1	0	0	0	3	1	1	2	2	1	1	2	3	2	1	3	1	2	3	0	2	5	2	1	0	1	1	4	0	0	1	3	2	2	0	3	0	1	2	1	2	2	4	2	2	1	0
Shewanella	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Shimwellia	1	1	2	4	0	0	2	1	1	1	0	0	1	3	0	0	0	3	1	2	1	0	3	0	2	0	0	2	0	1	0	0	0	0	0	0	1	2	1	1	2	1	0	1	2	0	0	1	0	1	0	0	2	1	2	0	0	0	0	2	3	0	1	0	0	2	3	4	4	0	0	2	0	1	1	3	1	1	2	1	1	0	1	0	2	2	1	1	0	0	0	0	0	0	2	2	1	0	2	0
Siccibacter	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0	1	2	0	0	0
Sodalis	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
Sphingomonas	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Sphingorhabdus	1	1	3	1	1	2	1	1	1	2	3	1	0	1	4	0	3	2	1	0	0	1	0	0	1	2	0	2	7	2	4	0	0	2	1	3	0	2	3	2	2	1	0	2	1	4	2	3	1	1	4	1	1	2	0	1	1	1	1	2	2	1	3	1	2	3	1	0	2	1	2	1	2	2	0	2	1	2	1	4	2	0	2	0	2	1	3	1	4	0	1	1	1	4	3	2	3	0	2	2
Staphylococcus	3473	3496	3612	3553	3558	3466	3494	3374	3551	3466	3504	3521	3474	3488	3466	3374	3453	3563	3460	3473	3530	3470	3535	3478	3522	3466	3545	3491	3466	3548	3478	3508	3461	3459	3473	3609	3522	3522	3509	3491	3431	3377	3580	3513	3444	3465	3567	3540	3543	3424	3452	3482	3468	3506	3557	3408	3446	3457	3564	3471	3422	3465	3531	3532	3532	3457	3642	3513	3493	3473	3558	3481	3431	3446	3581	3488	3492	3521	3430	3529	3524	3492	3439	3487	3504	3438	3498	3521	3525	3515	3456	3432	3454	3528	3489	3518	3502	3522	3475	3621
Streptococcus	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricurvum	0	1	0	1	1	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	2	2	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0
Sulfurimonas	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
Sulfuritalea	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1
Sulfurospirillum	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tabrizicola	0	2	1	2	1	3	1	0	2	2	3	4	2	0	1	0	0	1	0	1	0	4	1	2	0	1	0	3	2	3	0	1	0	2	4	1	0	0	1	2	1	1	1	2	3	1	0	1	0	0	0	1	2	3	0	0	1	1	0	1	1	1	0	1	2	0	1	1	1	2	0	3	1	2	1	1	0	1	3	1	1	1	4	1	2	0	0	1	1	3	0	2	0	0	1	0	1	0	1	4
Tatumella	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Thermomonas	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiobacillus	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tolumonas	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Trabulsiella	2	2	1	2	1	2	1	3	1	1	1	0	0	1	0	4	1	2	1	1	0	2	1	3	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	2	0	1	1	1	1	3	0	1	2	0	0	2	1	0	1	2	1	2	1	0	0	1	1	0	3	3	1	2	1	0	1	1	0	1	0	1	3	2	2	0	1	0	1	0	1	0	0	0	0	1	2	0	1	0	1	0	0
Trichococcus	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio	2	2	1	2	4	3	0	1	3	1	1	4	2	2	3	1	0	0	4	2	1	3	2	0	3	3	1	1	3	2	2	4	2	3	0	4	3	2	2	1	1	0	4	4	2	2	0	3	1	0	4	0	3	1	3	1	2	1	3	2	0	3	3	1	5	0	0	0	1	5	2	1	4	2	4	3	1	3	2	3	2	3	2	1	7	6	1	2	2	3	2	2	0	2	1	1	2	3	3	3
Zoogloea	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
hgcI clade	0	1	1	1	1	3	0	2	0	1	5	0	1	1	0	1	3	1	3	0	1	0	0	1	3	2	2	0	1	1	0	0	3	0	2	2	1	2	2	2	1	2	4	3	2	2	1	0	1	4	1	1	0	1	0	1	2	2	0	3	3	2	0	1	3	2	2	2	1	2	1	3	3	3	2	0	1	2	3	2	2	0	6	0	0	1	0	2	0	2	2	4	1	1	2	1	5	5	3	1
