SampleID,Time,Place,Reads_fraction,Species,Genus,Family,Phylum
april_BC12,april,BC12,0.3,171,113,72,12
april_BC12,april,BC12,0.3,163,108,72,12
april_BC12,april,BC12,0.3,157,102,71,12
april_BC12,april,BC12,0.3,151,100,59,14
april_BC12,april,BC12,0.3,149,99,71,11
april_BC12,april,BC12,0.3,146,100,70,14
april_BC12,april,BC12,0.3,183,116,76,17
april_BC12,april,BC12,0.3,155,91,63,11
april_BC12,april,BC12,0.3,143,96,60,9
april_BC12,april,BC12,0.4,181,121,76,18
april_BC12,april,BC12,0.4,207,135,84,16
april_BC12,april,BC12,0.4,197,127,84,16
april_BC12,april,BC12,0.4,187,129,78,13
april_BC12,april,BC12,0.4,194,125,77,14
april_BC12,april,BC12,0.4,210,135,91,17
april_BC12,april,BC12,0.4,209,131,82,14
april_BC12,april,BC12,0.4,203,129,85,16
april_BC12,april,BC12,0.4,186,124,84,19
april_BC12,april,BC12,0.4,191,124,77,14
april_BC12,april,BC12,0.5,227,149,92,15
april_BC12,april,BC12,0.5,234,148,89,15
april_BC12,april,BC12,0.5,227,151,95,16
april_BC12,april,BC12,0.5,238,140,87,13
april_BC12,april,BC12,0.5,227,145,92,17
april_BC12,april,BC12,0.5,226,148,79,15
april_BC12,april,BC12,0.5,219,140,83,15
april_BC12,april,BC12,0.5,241,149,87,17
april_BC12,april,BC12,0.5,246,152,90,19
april_BC12,april,BC12,0.5,235,153,95,16
april_BC12,april,BC12,0.6,277,171,104,19
april_BC12,april,BC12,0.6,273,168,99,16
april_BC12,april,BC12,0.6,251,149,86,17
april_BC12,april,BC12,0.6,276,167,102,19
april_BC12,april,BC12,0.6,281,171,102,20
april_BC12,april,BC12,0.6,273,165,103,20
april_BC12,april,BC12,0.6,257,153,94,17
april_BC12,april,BC12,0.6,260,161,95,18
april_BC12,april,BC12,0.6,261,156,94,20
april_BC12,april,BC12,0.6,267,160,99,16
april_BC12,april,BC12,0.7,309,186,113,19
april_BC12,april,BC12,0.7,304,180,107,21
april_BC12,april,BC12,0.7,314,188,112,20
april_BC12,april,BC12,0.7,305,187,110,21
april_BC12,april,BC12,0.7,287,172,103,20
april_BC12,april,BC12,0.7,300,181,104,18
april_BC12,april,BC12,0.7,296,183,107,19
april_BC12,april,BC12,0.7,310,183,111,21
april_BC12,april,BC12,0.7,308,182,107,19
april_BC12,april,BC12,0.7,309,182,106,19
april_BC12,april,BC12,0.8,328,194,116,20
april_BC12,april,BC12,0.8,329,201,118,20
april_BC12,april,BC12,0.8,326,197,114,21
april_BC12,april,BC12,0.8,327,189,116,19
april_BC12,april,BC12,0.8,321,195,117,21
april_BC12,april,BC12,0.8,328,192,112,20
april_BC12,april,BC12,0.8,322,192,113,20
april_BC12,april,BC12,0.8,325,194,114,19
april_BC12,april,BC12,0.8,328,194,119,20
april_BC12,april,BC12,0.8,329,194,115,20
april_BC12,april,BC12,0.9,362,209,121,20
april_BC12,april,BC12,0.9,358,208,124,21
april_BC12,april,BC12,0.9,367,207,120,21
april_BC12,april,BC12,0.9,363,208,122,20
april_BC12,april,BC12,0.9,353,207,118,20
april_BC12,april,BC12,0.9,355,207,120,20
april_BC12,april,BC12,0.9,347,204,120,21
april_BC12,april,BC12,0.9,348,213,121,19
april_BC12,april,BC12,0.9,360,207,122,21
april_BC12,april,BC12,0.9,365,211,122,21
april_BC12,april,BC12,1,383,220,126,21
april_BC12,april,BC12,1,383,220,126,21
april_BC12,april,BC12,1,383,220,126,21
april_BC12,april,BC12,1,383,220,126,21
april_BC12,april,BC12,1,383,220,126,21
april_BC12,april,BC12,1,383,220,126,21
april_BC12,april,BC12,1,383,220,126,21
april_BC12,april,BC12,1,383,220,126,21
april_BC12,april,BC12,1,383,220,126,21
april_BC12,april,BC12,1,383,220,126,21
june_BC01,june,BC01,0.1,1269,653,270,37
june_BC01,june,BC01,0.1,1332,654,279,37
june_BC01,june,BC01,0.1,1279,663,278,36
june_BC01,june,BC01,0.1,1301,668,278,38
june_BC01,june,BC01,0.1,1286,656,286,35
june_BC01,june,BC01,0.1,1301,639,280,38
june_BC01,june,BC01,0.1,1251,642,283,37
june_BC01,june,BC01,0.1,1297,650,289,37
june_BC01,june,BC01,0.1,1308,674,288,38
june_BC01,june,BC01,0.1,1246,641,277,37
june_BC01,june,BC01,0.2,1596,761,301,38
june_BC01,june,BC01,0.2,1604,777,303,38
june_BC01,june,BC01,0.2,1605,768,304,39
june_BC01,june,BC01,0.2,1616,772,300,38
june_BC01,june,BC01,0.2,1605,751,296,37
june_BC01,june,BC01,0.2,1607,760,300,39
june_BC01,june,BC01,0.2,1592,755,299,38
june_BC01,june,BC01,0.2,1591,759,299,37
june_BC01,june,BC01,0.2,1619,764,300,39
june_BC01,june,BC01,0.2,1559,728,294,37
june_BC01,june,BC01,0.3,1743,824,309,39
june_BC01,june,BC01,0.3,1759,809,310,39
june_BC01,june,BC01,0.3,1758,801,301,39
june_BC01,june,BC01,0.3,1789,833,311,39
june_BC01,june,BC01,0.3,1806,811,312,39
june_BC01,june,BC01,0.3,1763,811,306,39
june_BC01,june,BC01,0.3,1782,804,311,39
june_BC01,june,BC01,0.3,1773,816,308,39
june_BC01,june,BC01,0.3,1762,812,306,39
june_BC01,june,BC01,0.3,1727,798,307,39
june_BC01,june,BC01,0.4,1910,856,318,39
june_BC01,june,BC01,0.4,1900,854,314,39
june_BC01,june,BC01,0.4,1897,855,316,39
june_BC01,june,BC01,0.4,1906,856,315,39
june_BC01,june,BC01,0.4,1898,853,323,39
june_BC01,june,BC01,0.4,1909,847,314,39
june_BC01,june,BC01,0.4,1874,841,314,39
june_BC01,june,BC01,0.4,1884,848,316,39
june_BC01,june,BC01,0.4,1893,850,310,39
june_BC01,june,BC01,0.4,1896,854,315,39
june_BC01,june,BC01,0.5,2002,876,317,39
june_BC01,june,BC01,0.5,1969,859,320,39
june_BC01,june,BC01,0.5,1975,866,316,39
june_BC01,june,BC01,0.5,1980,883,324,39
june_BC01,june,BC01,0.5,1949,870,317,39
june_BC01,june,BC01,0.5,1974,879,320,39
june_BC01,june,BC01,0.5,1957,872,325,39
june_BC01,june,BC01,0.5,1993,882,322,39
june_BC01,june,BC01,0.5,1990,875,320,39
june_BC01,june,BC01,0.5,1983,879,323,39
june_BC01,june,BC01,0.6,2058,891,325,39
june_BC01,june,BC01,0.6,2053,892,324,39
june_BC01,june,BC01,0.6,2056,897,325,39
june_BC01,june,BC01,0.6,2056,902,326,39
june_BC01,june,BC01,0.6,2043,886,319,39
june_BC01,june,BC01,0.6,2051,897,327,39
june_BC01,june,BC01,0.6,2066,892,323,39
june_BC01,june,BC01,0.6,2073,896,328,39
june_BC01,june,BC01,0.6,2057,892,324,39
june_BC01,june,BC01,0.6,2076,895,327,39
june_BC01,june,BC01,0.7,2136,909,324,39
june_BC01,june,BC01,0.7,2091,907,327,39
june_BC01,june,BC01,0.7,2121,913,327,39
june_BC01,june,BC01,0.7,2119,911,330,39
june_BC01,june,BC01,0.7,2111,905,325,39
june_BC01,june,BC01,0.7,2118,913,327,39
june_BC01,june,BC01,0.7,2124,910,328,39
june_BC01,june,BC01,0.7,2108,909,326,39
june_BC01,june,BC01,0.7,2104,902,327,39
june_BC01,june,BC01,0.7,2103,897,327,39
june_BC01,june,BC01,0.8,2165,921,326,39
june_BC01,june,BC01,0.8,2160,919,328,39
june_BC01,june,BC01,0.8,2175,922,326,39
june_BC01,june,BC01,0.8,2182,919,326,39
june_BC01,june,BC01,0.8,2166,916,331,39
june_BC01,june,BC01,0.8,2169,924,329,39
june_BC01,june,BC01,0.8,2182,922,328,39
june_BC01,june,BC01,0.8,2169,920,329,39
june_BC01,june,BC01,0.8,2173,919,331,39
june_BC01,june,BC01,0.8,2176,916,330,39
june_BC01,june,BC01,0.9,2216,931,331,39
june_BC01,june,BC01,0.9,2206,932,331,39
june_BC01,june,BC01,0.9,2217,932,332,39
june_BC01,june,BC01,0.9,2220,932,330,39
june_BC01,june,BC01,0.9,2218,936,332,39
june_BC01,june,BC01,0.9,2208,928,330,39
june_BC01,june,BC01,0.9,2198,927,329,39
june_BC01,june,BC01,0.9,2217,929,328,39
june_BC01,june,BC01,0.9,2214,929,330,39
june_BC01,june,BC01,0.9,2208,933,328,39
june_BC01,june,BC01,1,2254,939,332,39
june_BC01,june,BC01,1,2254,939,332,39
june_BC01,june,BC01,1,2254,939,332,39
june_BC01,june,BC01,1,2254,939,332,39
june_BC01,june,BC01,1,2254,939,332,39
june_BC01,june,BC01,1,2254,939,332,39
june_BC01,june,BC01,1,2254,939,332,39
june_BC01,june,BC01,1,2254,939,332,39
june_BC01,june,BC01,1,2254,939,332,39
june_BC01,june,BC01,1,2254,939,332,39
june_BC02,june,BC02,0.1,332,203,122,20
june_BC02,june,BC02,0.1,327,209,129,21
june_BC02,june,BC02,0.1,307,188,131,20
june_BC02,june,BC02,0.1,355,204,138,22
june_BC02,june,BC02,0.1,328,198,123,20
june_BC02,june,BC02,0.1,338,216,137,24
june_BC02,june,BC02,0.1,331,200,126,23
june_BC02,june,BC02,0.1,349,207,124,20
june_BC02,june,BC02,0.1,324,173,120,19
june_BC02,june,BC02,0.1,309,194,125,22
june_BC02,june,BC02,0.2,478,303,180,29
june_BC02,june,BC02,0.2,485,280,167,24
june_BC02,june,BC02,0.2,497,296,165,23
june_BC02,june,BC02,0.2,466,271,163,21
june_BC02,june,BC02,0.2,478,289,176,26
june_BC02,june,BC02,0.2,483,277,164,29
june_BC02,june,BC02,0.2,500,301,168,27
june_BC02,june,BC02,0.2,515,279,171,29
june_BC02,june,BC02,0.2,456,269,162,23
june_BC02,june,BC02,0.2,480,285,171,29
june_BC02,june,BC02,0.3,600,352,188,31
june_BC02,june,BC02,0.3,629,348,195,32
june_BC02,june,BC02,0.3,635,345,189,29
june_BC02,june,BC02,0.3,603,333,192,28
june_BC02,june,BC02,0.3,576,346,203,27
june_BC02,june,BC02,0.3,599,348,197,32
june_BC02,june,BC02,0.3,639,367,188,26
june_BC02,june,BC02,0.3,584,327,182,27
june_BC02,june,BC02,0.3,624,358,199,30
june_BC02,june,BC02,0.3,609,346,201,32
june_BC02,june,BC02,0.4,731,404,219,33
june_BC02,june,BC02,0.4,744,420,218,35
june_BC02,june,BC02,0.4,703,403,217,34
june_BC02,june,BC02,0.4,726,403,210,31
june_BC02,june,BC02,0.4,692,368,203,32
june_BC02,june,BC02,0.4,736,403,208,28
june_BC02,june,BC02,0.4,708,385,205,31
june_BC02,june,BC02,0.4,724,406,211,35
june_BC02,june,BC02,0.4,700,408,207,31
june_BC02,june,BC02,0.4,715,402,208,31
june_BC02,june,BC02,0.5,824,447,225,30
june_BC02,june,BC02,0.5,791,433,228,35
june_BC02,june,BC02,0.5,777,423,222,37
june_BC02,june,BC02,0.5,800,430,226,32
june_BC02,june,BC02,0.5,809,446,226,34
june_BC02,june,BC02,0.5,804,431,228,36
june_BC02,june,BC02,0.5,783,424,228,33
june_BC02,june,BC02,0.5,833,460,226,32
june_BC02,june,BC02,0.5,821,452,228,36
june_BC02,june,BC02,0.5,810,432,220,35
june_BC02,june,BC02,0.6,869,481,233,37
june_BC02,june,BC02,0.6,904,481,240,34
june_BC02,june,BC02,0.6,887,468,236,31
june_BC02,june,BC02,0.6,882,480,235,34
june_BC02,june,BC02,0.6,883,474,234,35
june_BC02,june,BC02,0.6,869,477,235,37
june_BC02,june,BC02,0.6,885,469,231,34
june_BC02,june,BC02,0.6,900,495,237,34
june_BC02,june,BC02,0.6,889,472,235,36
june_BC02,june,BC02,0.6,894,473,236,34
june_BC02,june,BC02,0.7,959,517,250,34
june_BC02,june,BC02,0.7,964,517,241,36
june_BC02,june,BC02,0.7,935,491,233,36
june_BC02,june,BC02,0.7,935,495,238,38
june_BC02,june,BC02,0.7,927,488,243,35
june_BC02,june,BC02,0.7,930,496,239,37
june_BC02,june,BC02,0.7,942,505,242,37
june_BC02,june,BC02,0.7,952,502,247,37
june_BC02,june,BC02,0.7,954,510,243,35
june_BC02,june,BC02,0.7,900,495,237,34
june_BC02,june,BC02,0.8,980,514,250,36
june_BC02,june,BC02,0.8,1013,526,252,36
june_BC02,june,BC02,0.8,1021,536,254,37
june_BC02,june,BC02,0.8,1015,540,247,38
june_BC02,june,BC02,0.8,1040,547,256,38
june_BC02,june,BC02,0.8,1016,538,253,36
june_BC02,june,BC02,0.8,1014,532,247,37
june_BC02,june,BC02,0.8,1011,535,251,37
june_BC02,june,BC02,0.8,989,517,247,37
june_BC02,june,BC02,0.8,1001,530,246,37
june_BC02,june,BC02,0.9,1067,552,259,37
june_BC02,june,BC02,0.9,1060,556,256,38
june_BC02,june,BC02,0.9,1072,559,253,37
june_BC02,june,BC02,0.9,1070,553,255,37
june_BC02,june,BC02,0.9,1062,545,257,37
june_BC02,june,BC02,0.9,1066,552,253,36
june_BC02,june,BC02,0.9,1063,553,259,37
june_BC02,june,BC02,0.9,1064,553,253,37
june_BC02,june,BC02,0.9,1077,553,254,37
june_BC02,june,BC02,0.9,1059,544,253,38
june_BC02,june,BC02,1,1115,574,260,38
june_BC02,june,BC02,1,1115,574,260,38
june_BC02,june,BC02,1,1115,574,260,38
june_BC02,june,BC02,1,1115,574,260,38
june_BC02,june,BC02,1,1115,574,260,38
june_BC02,june,BC02,1,1115,574,260,38
june_BC02,june,BC02,1,1115,574,260,38
june_BC02,june,BC02,1,1115,574,260,38
june_BC02,june,BC02,1,1115,574,260,38
june_BC02,june,BC02,1,1115,574,260,38
june_BC03,june,BC03,0.1,1114,572,260,35
june_BC03,june,BC03,0.1,1076,560,263,36
june_BC03,june,BC03,0.1,1133,588,260,35
june_BC03,june,BC03,0.1,1158,605,271,37
june_BC03,june,BC03,0.1,1125,594,258,35
june_BC03,june,BC03,0.1,1109,571,258,36
june_BC03,june,BC03,0.1,1103,571,254,36
june_BC03,june,BC03,0.1,1119,574,260,33
june_BC03,june,BC03,0.1,1132,587,261,37
june_BC03,june,BC03,0.1,1130,605,263,36
june_BC03,june,BC03,0.2,1378,704,291,38
june_BC03,june,BC03,0.2,1373,684,286,38
june_BC03,june,BC03,0.2,1428,707,289,37
june_BC03,june,BC03,0.2,1384,677,281,37
june_BC03,june,BC03,0.2,1387,694,286,39
june_BC03,june,BC03,0.2,1374,667,286,38
june_BC03,june,BC03,0.2,1389,687,282,37
june_BC03,june,BC03,0.2,1393,693,284,38
june_BC03,june,BC03,0.2,1389,694,290,37
june_BC03,june,BC03,0.2,1393,675,286,38
june_BC03,june,BC03,0.3,1570,763,296,38
june_BC03,june,BC03,0.3,1551,737,297,38
june_BC03,june,BC03,0.3,1562,745,288,38
june_BC03,june,BC03,0.3,1576,744,295,38
june_BC03,june,BC03,0.3,1561,742,298,38
june_BC03,june,BC03,0.3,1576,765,300,39
june_BC03,june,BC03,0.3,1556,746,302,39
june_BC03,june,BC03,0.3,1596,756,294,38
june_BC03,june,BC03,0.3,1574,747,298,39
june_BC03,june,BC03,0.3,1538,732,291,38
june_BC03,june,BC03,0.4,1683,796,309,38
june_BC03,june,BC03,0.4,1682,767,297,38
june_BC03,june,BC03,0.4,1673,779,298,39
june_BC03,june,BC03,0.4,1684,776,300,39
june_BC03,june,BC03,0.4,1702,792,307,39
june_BC03,june,BC03,0.4,1708,789,307,38
june_BC03,june,BC03,0.4,1707,791,303,38
june_BC03,june,BC03,0.4,1704,786,302,39
june_BC03,june,BC03,0.4,1686,796,306,39
june_BC03,june,BC03,0.4,1653,761,303,39
june_BC03,june,BC03,0.5,1777,809,307,39
june_BC03,june,BC03,0.5,1789,812,312,39
june_BC03,june,BC03,0.5,1784,816,312,39
june_BC03,june,BC03,0.5,1796,821,309,39
june_BC03,june,BC03,0.5,1778,814,310,38
june_BC03,june,BC03,0.5,1766,802,309,39
june_BC03,june,BC03,0.5,1778,814,309,39
june_BC03,june,BC03,0.5,1771,806,306,39
june_BC03,june,BC03,0.5,1771,806,311,39
june_BC03,june,BC03,0.5,1786,814,311,39
june_BC03,june,BC03,0.6,1844,838,315,39
june_BC03,june,BC03,0.6,1857,830,313,38
june_BC03,june,BC03,0.6,1883,834,315,39
june_BC03,june,BC03,0.6,1884,841,314,39
june_BC03,june,BC03,0.6,1877,835,315,39
june_BC03,june,BC03,0.6,1875,834,312,39
june_BC03,june,BC03,0.6,1840,829,313,38
june_BC03,june,BC03,0.6,1885,843,314,38
june_BC03,june,BC03,0.6,1875,838,315,39
june_BC03,june,BC03,0.6,1872,837,313,38
june_BC03,june,BC03,0.7,1960,854,321,39
june_BC03,june,BC03,0.7,1969,866,321,39
june_BC03,june,BC03,0.7,1922,845,316,39
june_BC03,june,BC03,0.7,1936,850,315,39
june_BC03,june,BC03,0.7,1942,847,316,38
june_BC03,june,BC03,0.7,1911,847,319,39
june_BC03,june,BC03,0.7,1933,854,317,39
june_BC03,june,BC03,0.7,1957,856,316,39
june_BC03,june,BC03,0.7,1935,857,316,39
june_BC03,june,BC03,0.7,1944,857,314,39
june_BC03,june,BC03,0.8,2009,871,319,39
june_BC03,june,BC03,0.8,1968,866,323,39
june_BC03,june,BC03,0.8,1983,863,322,39
june_BC03,june,BC03,0.8,1993,866,325,39
june_BC03,june,BC03,0.8,1987,866,325,39
june_BC03,june,BC03,0.8,1976,863,322,39
june_BC03,june,BC03,0.8,1988,864,323,39
june_BC03,june,BC03,0.8,2008,866,317,39
june_BC03,june,BC03,0.8,2012,867,319,39
june_BC03,june,BC03,0.8,1998,874,324,39
june_BC03,june,BC03,0.9,2043,883,325,39
june_BC03,june,BC03,0.9,2037,875,324,39
june_BC03,june,BC03,0.9,2050,875,319,39
june_BC03,june,BC03,0.9,2058,882,324,39
june_BC03,june,BC03,0.9,2040,875,321,39
june_BC03,june,BC03,0.9,2049,877,326,39
june_BC03,june,BC03,0.9,2053,878,325,39
june_BC03,june,BC03,0.9,2025,876,324,39
june_BC03,june,BC03,0.9,2035,879,322,39
june_BC03,june,BC03,0.9,2044,882,322,39
june_BC03,june,BC03,1,2087,888,326,39
june_BC03,june,BC03,1,2087,888,326,39
june_BC03,june,BC03,1,2087,888,326,39
june_BC03,june,BC03,1,2087,888,326,39
june_BC03,june,BC03,1,2087,888,326,39
june_BC03,june,BC03,1,2087,888,326,39
june_BC03,june,BC03,1,2087,888,326,39
june_BC03,june,BC03,1,2087,888,326,39
june_BC03,june,BC03,1,2087,888,326,39
june_BC03,june,BC03,1,2087,888,326,39
june_BC04,june,BC04,0.1,8,8,7,4
june_BC04,june,BC04,0.1,9,9,8,4
june_BC04,june,BC04,0.1,14,12,12,5
june_BC04,june,BC04,0.1,9,9,8,4
june_BC04,june,BC04,0.1,9,9,8,2
june_BC04,june,BC04,0.1,12,12,10,3
june_BC04,june,BC04,0.1,13,10,9,5
june_BC04,june,BC04,0.1,11,10,8,4
june_BC04,june,BC04,0.1,12,8,7,3
june_BC04,june,BC04,0.1,11,11,11,6
june_BC04,june,BC04,0.2,12,12,7,2
june_BC04,june,BC04,0.2,17,16,15,5
june_BC04,june,BC04,0.2,29,22,21,6
june_BC04,june,BC04,0.2,24,20,19,6
june_BC04,june,BC04,0.2,28,24,21,7
june_BC04,june,BC04,0.2,31,26,23,7
june_BC04,june,BC04,0.2,26,23,15,7
june_BC04,june,BC04,0.2,18,16,14,6
june_BC04,june,BC04,0.2,22,18,17,6
june_BC04,june,BC04,0.2,24,21,18,8
june_BC04,june,BC04,0.3,42,34,30,8
june_BC04,june,BC04,0.3,41,33,26,7
june_BC04,june,BC04,0.3,36,33,26,7
june_BC04,june,BC04,0.3,35,32,24,5
june_BC04,june,BC04,0.3,42,28,24,6
june_BC04,june,BC04,0.3,40,26,21,5
june_BC04,june,BC04,0.3,40,28,24,9
june_BC04,june,BC04,0.3,23,19,17,5
june_BC04,june,BC04,0.3,43,35,30,7
june_BC04,june,BC04,0.3,42,37,31,7
june_BC04,june,BC04,0.4,54,39,33,10
june_BC04,june,BC04,0.4,57,39,31,8
june_BC04,june,BC04,0.4,41,37,27,7
june_BC04,june,BC04,0.4,49,38,30,7
june_BC04,june,BC04,0.4,52,40,33,10
june_BC04,june,BC04,0.4,48,39,29,8
june_BC04,june,BC04,0.4,43,32,29,9
june_BC04,june,BC04,0.4,54,40,30,6
june_BC04,june,BC04,0.4,44,36,30,8
june_BC04,june,BC04,0.4,50,39,32,9
june_BC04,june,BC04,0.5,59,40,35,8
june_BC04,june,BC04,0.5,60,44,35,8
june_BC04,june,BC04,0.5,61,50,36,10
june_BC04,june,BC04,0.5,58,44,36,10
june_BC04,june,BC04,0.5,57,42,30,7
june_BC04,june,BC04,0.5,65,47,35,8
june_BC04,june,BC04,0.5,58,46,34,8
june_BC04,june,BC04,0.5,50,40,31,7
june_BC04,june,BC04,0.5,58,46,31,8
june_BC04,june,BC04,0.5,68,48,39,10
june_BC04,june,BC04,0.6,70,56,41,9
june_BC04,june,BC04,0.6,71,54,43,10
june_BC04,june,BC04,0.6,66,51,37,7
june_BC04,june,BC04,0.6,70,58,41,9
june_BC04,june,BC04,0.6,65,47,41,9
june_BC04,june,BC04,0.6,73,56,39,9
june_BC04,june,BC04,0.6,70,52,39,11
june_BC04,june,BC04,0.6,70,52,39,11
june_BC04,june,BC04,0.6,63,52,38,8
june_BC04,june,BC04,0.6,70,57,44,9
june_BC04,june,BC04,0.7,83,62,45,10
june_BC04,june,BC04,0.7,81,63,43,8
june_BC04,june,BC04,0.7,82,59,48,10
june_BC04,june,BC04,0.7,80,64,46,8
june_BC04,june,BC04,0.7,82,61,43,9
june_BC04,june,BC04,0.7,82,63,49,11
june_BC04,june,BC04,0.7,81,65,51,11
june_BC04,june,BC04,0.7,88,67,50,11
june_BC04,june,BC04,0.7,87,68,48,11
june_BC04,june,BC04,0.7,81,66,52,10
june_BC04,june,BC04,0.8,94,70,49,10
june_BC04,june,BC04,0.8,89,66,50,10
june_BC04,june,BC04,0.8,96,72,50,9
june_BC04,june,BC04,0.8,93,72,49,9
june_BC04,june,BC04,0.8,88,73,49,11
june_BC04,june,BC04,0.8,86,68,47,8
june_BC04,june,BC04,0.8,91,69,49,8
june_BC04,june,BC04,0.8,88,67,50,10
june_BC04,june,BC04,0.8,93,70,51,10
june_BC04,june,BC04,0.8,90,68,45,9
june_BC04,june,BC04,0.9,101,77,53,10
june_BC04,june,BC04,0.9,102,79,55,11
june_BC04,june,BC04,0.9,103,78,53,10
june_BC04,june,BC04,0.9,108,81,56,11
june_BC04,june,BC04,0.9,94,73,51,11
june_BC04,june,BC04,0.9,100,76,55,11
june_BC04,june,BC04,0.9,102,76,54,11
june_BC04,june,BC04,0.9,101,81,55,11
june_BC04,june,BC04,0.9,106,80,55,11
june_BC04,june,BC04,0.9,105,80,54,11
june_BC04,june,BC04,1,112,85,58,11
june_BC04,june,BC04,1,112,85,58,11
june_BC04,june,BC04,1,112,85,58,11
june_BC04,june,BC04,1,112,85,58,11
june_BC04,june,BC04,1,112,85,58,11
june_BC04,june,BC04,1,112,85,58,11
june_BC04,june,BC04,1,112,85,58,11
june_BC04,june,BC04,1,112,85,58,11
june_BC04,june,BC04,1,112,85,58,11
june_BC04,june,BC04,1,112,85,58,11
june_BC05,june,BC05,0.1,1423,706,281,38
june_BC05,june,BC05,0.1,1410,697,289,37
june_BC05,june,BC05,0.1,1395,674,279,36
june_BC05,june,BC05,0.1,1407,702,277,38
june_BC05,june,BC05,0.1,1386,676,284,36
june_BC05,june,BC05,0.1,1370,678,276,36
june_BC05,june,BC05,0.1,1414,686,276,36
june_BC05,june,BC05,0.1,1383,689,278,34
june_BC05,june,BC05,0.1,1390,680,277,36
june_BC05,june,BC05,0.1,1390,685,292,38
june_BC05,june,BC05,0.2,1700,773,298,37
june_BC05,june,BC05,0.2,1669,771,295,36
june_BC05,june,BC05,0.2,1691,773,302,39
june_BC05,june,BC05,0.2,1709,776,296,37
june_BC05,june,BC05,0.2,1680,780,301,38
june_BC05,june,BC05,0.2,1735,783,299,39
june_BC05,june,BC05,0.2,1683,791,299,39
june_BC05,june,BC05,0.2,1711,793,303,37
june_BC05,june,BC05,0.2,1693,784,303,39
june_BC05,june,BC05,0.2,1720,798,300,37
june_BC05,june,BC05,0.3,1878,837,302,38
june_BC05,june,BC05,0.3,1853,841,308,39
june_BC05,june,BC05,0.3,1868,835,307,38
june_BC05,june,BC05,0.3,1874,837,312,38
june_BC05,june,BC05,0.3,1862,821,302,39
june_BC05,june,BC05,0.3,1853,826,308,38
june_BC05,june,BC05,0.3,1842,830,303,39
june_BC05,june,BC05,0.3,1857,821,306,39
june_BC05,june,BC05,0.3,1864,824,308,38
june_BC05,june,BC05,0.3,1893,827,304,39
june_BC05,june,BC05,0.4,1975,848,308,39
june_BC05,june,BC05,0.4,1959,860,311,39
june_BC05,june,BC05,0.4,1972,851,312,39
june_BC05,june,BC05,0.4,1971,860,315,39
june_BC05,june,BC05,0.4,1985,860,315,39
june_BC05,june,BC05,0.4,1959,848,306,39
june_BC05,june,BC05,0.4,1987,854,313,39
june_BC05,june,BC05,0.4,1980,871,313,39
june_BC05,june,BC05,0.4,1959,852,313,38
june_BC05,june,BC05,0.4,2002,864,315,39
june_BC05,june,BC05,0.5,2056,876,310,39
june_BC05,june,BC05,0.5,2050,871,313,39
june_BC05,june,BC05,0.5,2072,873,315,39
june_BC05,june,BC05,0.5,2060,876,309,39
june_BC05,june,BC05,0.5,2061,873,316,39
june_BC05,june,BC05,0.5,2081,884,316,39
june_BC05,june,BC05,0.5,2063,886,318,39
june_BC05,june,BC05,0.5,2069,878,315,39
june_BC05,june,BC05,0.5,2058,883,315,39
june_BC05,june,BC05,0.5,2044,874,312,38
june_BC05,june,BC05,0.6,2146,894,314,39
june_BC05,june,BC05,0.6,2123,881,313,39
june_BC05,june,BC05,0.6,2132,894,318,39
june_BC05,june,BC05,0.6,2137,889,319,39
june_BC05,june,BC05,0.6,2128,895,317,39
june_BC05,june,BC05,0.6,2127,889,313,39
june_BC05,june,BC05,0.6,2154,905,319,39
june_BC05,june,BC05,0.6,2116,894,317,39
june_BC05,june,BC05,0.6,2122,889,318,39
june_BC05,june,BC05,0.6,2130,896,319,39
june_BC05,june,BC05,0.7,2169,904,319,39
june_BC05,june,BC05,0.7,2198,913,321,39
june_BC05,june,BC05,0.7,2171,900,318,39
june_BC05,june,BC05,0.7,2201,902,321,39
june_BC05,june,BC05,0.7,2184,908,318,39
june_BC05,june,BC05,0.7,2171,900,318,39
june_BC05,june,BC05,0.7,2179,905,316,39
june_BC05,june,BC05,0.7,2188,905,317,39
june_BC05,june,BC05,0.7,2206,905,319,39
june_BC05,june,BC05,0.7,2177,903,319,39
june_BC05,june,BC05,0.8,2244,915,321,39
june_BC05,june,BC05,0.8,2217,915,321,39
june_BC05,june,BC05,0.8,2219,914,320,39
june_BC05,june,BC05,0.8,2239,914,321,39
june_BC05,june,BC05,0.8,2229,913,321,39
june_BC05,june,BC05,0.8,2219,908,320,39
june_BC05,june,BC05,0.8,2246,912,321,39
june_BC05,june,BC05,0.8,2235,913,324,39
june_BC05,june,BC05,0.8,2234,912,319,39
june_BC05,june,BC05,0.8,2239,918,323,39
june_BC05,june,BC05,0.9,2269,925,322,39
june_BC05,june,BC05,0.9,2285,919,321,39
june_BC05,june,BC05,0.9,2282,922,323,39
june_BC05,june,BC05,0.9,2269,923,322,39
june_BC05,june,BC05,0.9,2279,926,324,39
june_BC05,june,BC05,0.9,2281,924,322,39
june_BC05,june,BC05,0.9,2271,922,320,39
june_BC05,june,BC05,0.9,2274,926,323,39
june_BC05,june,BC05,0.9,2276,927,324,39
june_BC05,june,BC05,0.9,2279,925,322,39
june_BC05,june,BC05,1,2316,930,324,39
june_BC05,june,BC05,1,2316,930,324,39
june_BC05,june,BC05,1,2316,930,324,39
june_BC05,june,BC05,1,2316,930,324,39
