name	taxRank	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Planococcaceae	F	3	5	3	4	6	4	6	6	7	2	3	1	8	5	4	3	2	5	4	2	4	1	0	8	3	2	2	1	6	4	2	2	5	1	4	1	4	5	4	5	9	10	7	4	3	3	4	2	5	2	3	3	4	4	7	6	6	3	4	7	3	6	2	4	5	6	4	3	3	4	2	8	4	3	1	3	3	3	7	3	6	2	4	1	2	6	6	6	6	4	3	2	6	3	1	5	8	2	4	5
Family XII	F	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Lactobacillaceae	F	1334	1340	1322	1340	1364	1244	1332	1329	1349	1344	1367	1355	1307	1328	1311	1305	1333	1307	1325	1298	1295	1242	1352	1329	1302	1327	1334	1298	1294	1301	1299	1301	1315	1292	1338	1280	1332	1385	1282	1287	1316	1379	1320	1326	1318	1374	1291	1333	1274	1320	1318	1302	1287	1350	1279	1325	1358	1327	1287	1331	1326	1295	1351	1380	1339	1337	1303	1335	1281	1296	1372	1322	1326	1335	1310	1240	1314	1323	1296	1270	1264	1368	1332	1279	1334	1304	1313	1348	1286	1344	1338	1246	1318	1303	1296	1398	1271	1258	1290	1360
Carnobacteriaceae	F	3	5	7	6	6	3	4	4	3	3	6	9	4	7	1	10	2	3	4	6	6	3	4	4	8	4	5	7	1	4	3	4	4	6	5	8	2	5	9	2	9	6	3	6	4	9	2	5	3	5	8	6	12	6	5	0	2	6	6	7	10	6	5	8	5	3	6	6	2	5	6	4	10	9	7	6	4	6	3	4	2	3	10	3	5	2	2	7	3	2	7	4	2	7	3	11	5	5	5	4
Streptococcaceae	F	14	22	36	18	33	22	23	16	25	21	25	24	22	24	26	20	15	13	24	30	21	17	21	17	19	21	23	20	28	18	30	9	25	22	23	24	20	30	21	21	17	30	19	22	23	15	27	31	31	21	23	23	21	19	21	18	19	18	12	22	15	32	14	22	34	21	18	23	29	31	32	27	18	19	14	23	26	30	26	24	29	19	21	22	20	28	29	21	25	12	31	20	22	24	25	20	17	27	24	31
Enterococcaceae	F	659	686	706	712	686	671	707	683	679	720	670	657	701	733	686	718	699	719	705	700	706	685	689	720	705	672	712	708	662	713	688	695	708	685	692	735	785	648	708	710	708	700	711	689	681	683	703	697	721	681	686	693	713	712	697	661	750	638	704	741	724	706	734	605	659	721	690	734	741	684	650	666	724	730	684	698	700	684	697	701	715	670	708	699	722	732	732	692	722	725	724	698	733	711	755	681	727	648	694	680
Aerococcaceae	F	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	2	1	0	1	0	2	0	1	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	2	1	0	0	0	1	0	3	2	0	0	2	3	2	0	1	1	1	0	1	2	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0
Erysipelotrichaceae	F	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Gemmatimonadaceae	F	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Omnitrophaceae	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Fibrobacteraceae	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alicyclobacillaceae	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Family XI	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostocaceae	F	1	0	0	0	0	1	1	0	0	2	2	0	0	2	1	0	1	1	1	2	1	1	1	0	1	0	0	1	0	1	1	1	0	2	2	2	2	0	1	0	0	0	0	1	1	0	2	0	2	0	0	0	2	1	0	0	0	1	2	2	2	0	0	1	2	0	2	2	1	0	0	0	0	1	2	2	0	2	1	1	1	1	0	0	0	1	1	1	0	1	2	0	1	1	0	3	1	1	2	4
Sporolactobacillaceae	F	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
