readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
8926de7d-0863-405f-b071-3d6d3d18014f	unclassified	0	0	0	0	1045	1
2f9d05e2-2a77-4209-8a97-0ff5c5329250	unclassified	0	0	0	0	1413	1
da7653e8-ba6d-4eb2-842f-d76b987037a4	unclassified	0	0	0	0	1065	1
96ec0ae7-e799-4aca-840a-0218e11d6e5b	unclassified	0	0	0	0	1406	1
b2786169-a935-4b26-a35f-19836c30169b	unclassified	0	0	0	0	1181	1
10cd6325-66c5-4f92-bcee-669ac238b20c	unclassified	0	0	0	0	1524	1
1f5ba407-d150-4c13-9dbc-9e24c50e7033	unclassified	0	0	0	0	1410	1
53503d53-df4e-4fe1-86ed-0ea8ad167af4	unclassified	0	0	0	0	1485	1
5d8ee03f-2a45-4e3f-b981-88d43efccc5e	unclassified	0	0	0	0	1893	1
f0e6a20d-1dbc-4b4a-9f64-239c6a3215f9	unclassified	0	0	0	0	1522	1
5620ac7a-ed85-42bb-8b8e-71db114bd1ca	unclassified	0	0	0	0	1402	1
f652f1fa-8cf5-4a40-aa9f-eefd1b8bf676	unclassified	0	0	0	0	1377	1
d8e2930a-ecdc-4d06-81de-04da8e39fce2	unclassified	0	0	0	0	1497	1
c42853d8-397d-48a9-9aee-6c81d2c1ee96	unclassified	0	0	0	0	1149	1
fb8dc783-1a90-4ce7-a83f-7e9c5ba05cbe	unclassified	0	0	0	0	1246	1
cea61419-c1da-48f7-93a8-3390d53808d5	unclassified	0	0	0	0	1584	1
5f46b093-6b81-43b2-83f4-6f1af06d4e1b	unclassified	0	0	0	0	1259	1
3d50833e-eb70-4071-bc15-732a12204773	unclassified	0	0	0	0	1142	1
e9a7c98d-1035-45d2-bc44-c6ee88489ebb	unclassified	0	0	0	0	1215	1
9eade83e-a06c-4796-a1ca-42dc0b0d5362	unclassified	0	0	0	0	1430	1
33ea5590-2f7d-4aa4-83f1-a060e624469e	unclassified	0	0	0	0	1296	1
242c902a-b085-4f85-891e-c62f401db8e4	unclassified	0	0	0	0	1582	1
d3946d0d-6e92-4374-a446-8909da191d21	unclassified	0	0	0	0	1434	1
19fa7843-2442-45ea-bf77-cd978d785e94	unclassified	0	0	0	0	1534	1
3be42bf7-b7ab-422b-994d-031674e30301	unclassified	0	0	0	0	2720	1
440ba429-366b-4bac-a740-dba7336c249d	unclassified	0	0	0	0	1447	1
261c5b41-d96d-4559-9566-651e86ad9bc1	unclassified	0	0	0	0	1602	1
bb14e01c-e1ac-4dd1-8ab5-94cfcebc1832	unclassified	0	0	0	0	2665	1
b63973fd-e01d-4f25-984e-6fe7c4d54b57	unclassified	0	0	0	0	1389	1
64cd1721-1e6a-43aa-9d28-5f4329dd236e	unclassified	0	0	0	0	1523	1
c47847f8-cd94-46ee-aa58-2e32c1692e06	unclassified	0	0	0	0	1737	1
8b24db06-6874-4326-948a-56099a5efde0	unclassified	0	0	0	0	1552	1
a44a07a4-c0e3-4de4-9049-8b3dd1ee7ae7	unclassified	0	0	0	0	3482	1
c3eace71-73f2-48e2-a8d2-6874788909a8	unclassified	0	0	0	0	2228	1
017e6db5-9a93-4454-a667-a03577c42a22	unclassified	0	0	0	0	1394	1
ec549c86-c548-4b7a-8a98-1a9caeb481a2	unclassified	0	0	0	0	1001	1
4bdb2373-8199-4e28-8f4b-33db13971b46	unclassified	0	0	0	0	1513	1
d4c8f9fc-9449-457a-bb95-aa9fa62e849b	unclassified	0	0	0	0	1447	1
81be14e9-eeee-441d-83d7-eefdd0646d43	unclassified	0	0	0	0	1299	1
7a547109-21ff-4af1-85e9-71582faf2fb1	unclassified	0	0	0	0	1196	1
bec8ba9f-35fd-483d-9be1-d60e03d38d92	unclassified	0	0	0	0	1516	1
32db7cc9-5ee4-4795-af7b-8bd39ad7fb58	unclassified	0	0	0	0	1482	1
482d63a4-2592-474c-8062-2a912e1a8c2a	unclassified	0	0	0	0	1538	1
21759a2e-e8da-47ee-b8a2-831c4178d4e3	HQ114038.1.1467	14244	81	0	24	2441	1
04bde86c-db6c-4330-b635-d4007d779094	unclassified	0	0	0	0	1428	1
a6a76848-75dc-45a0-8606-af27ea6a5a73	unclassified	0	0	0	0	1591	1
24109817-07a2-4de1-92c3-95c19f4638d4	FPID01000597.67.1481	3504	144	0	27	4498	1
9363bb7c-7429-48cb-a76d-fec86951adc3	unclassified	0	0	0	0	1435	1
9ec311ad-f25a-4075-83bf-b6d031cc282e	unclassified	0	0	0	0	1261	1
f83f65f5-654f-4bdc-b715-3f86813e263d	unclassified	0	0	0	0	1490	1
03b21c1b-4d70-4d47-a158-ead5416a75ee	unclassified	0	0	0	0	1035	1
42906dbe-3e4c-42f3-b581-9bffe72e7199	unclassified	0	0	0	0	1475	1
e3dd2c02-3e9c-4a55-80f8-36b2be537648	unclassified	0	0	0	0	1182	1
c5b8d366-39ef-4d25-b1e7-c98fd99e702a	unclassified	0	0	0	0	1464	1
62d06df9-e464-43e0-8af0-6275c744cb5a	FPLS01020051.15.1518	24793	64	64	23	1467	5
62d06df9-e464-43e0-8af0-6275c744cb5a	AJ318176.1.1487	25029	64	64	23	1467	5
62d06df9-e464-43e0-8af0-6275c744cb5a	HM008274.1.1487	25029	64	64	23	1467	5
62d06df9-e464-43e0-8af0-6275c744cb5a	AB694436.1.1401	24740	64	64	23	1467	5
62d06df9-e464-43e0-8af0-6275c744cb5a	JQ083404.1.1391	25029	64	64	23	1467	5
419a0857-9456-4882-8863-83213fb58187	unclassified	0	0	0	0	1375	1
5c125ec7-e878-448b-ac80-a85944fd833d	unclassified	0	0	0	0	1516	1
64e63ee6-b063-4977-8148-a814545d74e5	unclassified	0	0	0	0	1351	1
cdb0f772-9e32-42a3-a112-2fd3b99bcaa5	unclassified	0	0	0	0	1436	1
e0bb0a47-6c3e-4576-bb4e-cfb4743faad0	unclassified	0	0	0	0	1429	1
f648a18d-f371-42b9-a29a-99f72ca1fd75	unclassified	0	0	0	0	1429	1
da2c647f-c5fe-4fc0-bd2e-98d4472b79bd	unclassified	0	0	0	0	1495	1
b15783ea-45d1-4940-a107-4227596a02ba	unclassified	0	0	0	0	1705	1
9b9d5b49-cb10-4253-82fe-aa11d2cf0d73	JQ311837.1.1424	24426	121	0	26	1006	1
c75391c7-6690-4b2d-951b-3da6b3e28a67	unclassified	0	0	0	0	1112	1
f219b6e5-0132-4d7b-9732-133b2fe89caf	unclassified	0	0	0	0	1483	1
6d9c891e-110e-40a0-9765-8c5c91b810d3	unclassified	0	0	0	0	1645	1
10f90291-628a-431d-8cd7-17bee2ad2d68	unclassified	0	0	0	0	1479	1
b753bb85-9260-43bb-963b-916aa60cec46	unclassified	0	0	0	0	1464	1
4557567e-117e-41a1-8087-b4ac1ae07069	unclassified	0	0	0	0	1475	1
e5f80ed3-864e-4fe7-bef6-a9a09ee5ea9c	unclassified	0	0	0	0	1471	1
4e8673b2-cf56-44da-83ff-36a5275e9a9e	unclassified	0	0	0	0	1554	1
b1496d6d-32b3-4d79-ae37-cd06636d7f18	unclassified	0	0	0	0	1440	1
9f7db8d7-efa2-40da-b515-6d36b22f0c90	unclassified	0	0	0	0	1673	1
c24d0f63-c79a-4058-9c4f-9613e4fe67dc	unclassified	0	0	0	0	1397	1
8ef409e4-3d61-49d9-a18e-e27fb720bb20	unclassified	0	0	0	0	1348	1
223b6ffa-0010-4754-bd33-e9ac37cdc746	unclassified	0	0	0	0	1458	1
16c5af0c-14b8-4c00-8079-eadcf049c285	unclassified	0	0	0	0	1433	1
ffa3c907-4947-49e8-bbaa-0e3bf0670bf0	unclassified	0	0	0	0	2025	1
62a66141-6d34-4547-8310-43b4f18e3e46	unclassified	0	0	0	0	1223	1
1b23aa3a-f0d9-426a-955d-2cbe157603e9	unclassified	0	0	0	0	1424	1
f340d78d-d1cd-48b4-9823-63a94410d09f	unclassified	0	0	0	0	1584	1
c8da43e0-b8e9-42fb-9f86-73833ee8360f	order	24443	100	100	25	1405	3
c8da43e0-b8e9-42fb-9f86-73833ee8360f	class	2379	100	100	25	1405	3
c8da43e0-b8e9-42fb-9f86-73833ee8360f	order	26341	100	100	25	1405	3
16ca6bf2-e642-4fb2-883f-dd49b782b639	unclassified	0	0	0	0	2030	1
8f9796de-e06d-4663-a397-6840489a4b67	unclassified	0	0	0	0	1648	1
abbf1675-23d5-4bc6-8754-b59d2f958fc6	unclassified	0	0	0	0	3659	1
069579b2-c845-48f7-9c65-171d05324d8f	unclassified	0	0	0	0	1554	1
7fffc879-25b3-44ad-9255-4764f8c1b076	unclassified	0	0	0	0	1652	1
dfe4c423-ff76-4c8d-a1e3-4daddf938c2f	unclassified	0	0	0	0	1277	1
a213a53e-6c30-4cff-aa3a-4ab540109eb7	unclassified	0	0	0	0	1505	1
d45f8d12-adeb-49b0-ae2f-3b948323a67e	unclassified	0	0	0	0	1449	1
e7740982-1af7-43a9-b524-4344433bcf03	unclassified	0	0	0	0	1458	1
004c3b18-e80b-4c8d-b81c-4b0b7314ce1c	unclassified	0	0	0	0	1482	1
3912fba8-b6cc-498b-a502-7b1eb060e765	unclassified	0	0	0	0	2736	1
40e81f0b-e974-4690-a019-3530832e7127	unclassified	0	0	0	0	1429	1
7afe55e3-c72b-497b-8c77-3816d2a27f0d	unclassified	0	0	0	0	1431	1
574c0722-e956-4d5b-a29b-f94d5b352290	unclassified	0	0	0	0	1363	1
96bb38f2-4d9e-4f88-bb55-ec294291d126	unclassified	0	0	0	0	1460	1
a4db64cc-d708-4ded-9d41-38dd6bda6486	unclassified	0	0	0	0	2798	1
18dcd963-d178-442d-9429-d1864d45673a	unclassified	0	0	0	0	1095	1
a27394e2-698c-4924-b02a-92503f70ac97	unclassified	0	0	0	0	1421	1
59c228dd-0840-4172-bca0-d1f9de28de70	unclassified	0	0	0	0	1506	1
6b39bcee-7507-4548-a3a0-36ffdd6140fb	unclassified	0	0	0	0	1102	1
c2ce839b-10ee-411a-9dc5-e59274176d30	unclassified	0	0	0	0	3816	1
5569d3be-2d1d-4b73-9ac4-3de691d8de2a	unclassified	0	0	0	0	1453	1
cce8d0e6-9fca-4968-930a-e6c60181cbe5	unclassified	0	0	0	0	1507	1
520b6be8-b12f-49bf-96c1-8316c31e2504	unclassified	0	0	0	0	1583	1
e34c8e92-7eac-47f7-94b2-bf7875640d9e	unclassified	0	0	0	0	1605	1
cd3a0ed0-42b0-46d7-a4e9-b51e153ff8b1	unclassified	0	0	0	0	1371	1
953b26bb-78be-4b0b-894c-5792bb99024f	unclassified	0	0	0	0	1538	1
c38b4437-4241-4c09-97d3-be9a5c1c51d9	unclassified	0	0	0	0	1608	1
2ef109c3-9304-4f9d-b52e-8b5b3b4af9e7	unclassified	0	0	0	0	1523	1
f4f1a171-32bf-4bd1-9bf1-bced5107750b	unclassified	0	0	0	0	1619	1
b7cfbd2f-6ab2-4f60-bd1b-447b9d2bf936	unclassified	0	0	0	0	1434	1
7f69aeeb-42d8-400a-b302-4c0c850cf35f	unclassified	0	0	0	0	1606	1
f0f6c4cf-244a-42f9-b212-710dbcef8925	unclassified	0	0	0	0	3036	1
bde0588e-102b-4e60-b175-6e02229158eb	unclassified	0	0	0	0	2368	1
753cbbb8-6ded-4648-ab7a-6836f5222379	unclassified	0	0	0	0	1405	1
7405cd1e-6406-47ae-96df-fc7a713e389e	unclassified	0	0	0	0	1587	1
451e5d2b-0287-4c68-b333-361dae791d3d	unclassified	0	0	0	0	1402	1
7f5d4bda-0966-44cc-9d29-19efd7e7cbe3	unclassified	0	0	0	0	2820	1
de862cea-37d5-4b27-aa5e-816e083cdbb8	unclassified	0	0	0	0	1272	1
3c244365-6d54-4918-b424-1580e1e809b5	unclassified	0	0	0	0	1649	1
