	1-April_family.tsv	1-August_family.tsv	1-June_family.tsv	2-April_family.tsv	2-August_family.tsv	3-April_family.tsv	4-April_family.tsv	4-August_family.tsv	5-April_family.tsv	5-August_family.tsv	6-August_family.tsv	6-June_family.tsv	7-April_family.tsv	8-April_family.tsv	9.1-August_family.tsv	9.2-August_family.tsv	N-August_family.tsv	P-April_family.tsv	P-August_family.tsv	P-June_family.tsv
Procabacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Prolixibacteraceae	26.0	14.0	10.0	5.0	11.0	17.0	13.0	16.0	15.0	16.0	12.0	8.0	15.0	9.0	15.0	10.0	8.0	0.0	0.0	0.0
Promicromonosporaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Propionibacteriaceae	10.0	10.0	13.0	9.0	19.0	2.0	4.0	6.0	4.0	7.0	6.0	5.0	7.0	44.0	13.0	24.0	4.0	2.0	0.0	0.0
Pseudanabaenaceae	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoalteromonadaceae	3.0	3.0	0.0	4.0	4.0	5.0	5.0	2.0	3.0	2.0	4.0	0.0	5.0	6.0	4.0	0.0	0.0	1.0	3.0	0.0
Pseudohongiellaceae	3.0	1.0	1.0	0.0	0.0	5.0	4.0	2.0	1.0	2.0	1.0	0.0	93.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Pseudomonadaceae	313.0	114.0	244.0	393.0	94.0	200.0	281.0	209.0	245.0	174.0	150.0	115.0	2862.0	461.0	136.0	181.0	332.0	341.0	269.0	318.0
Pseudonocardiaceae	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	2.0	0.0	1.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0
Puniceicoccaceae	128.0	10.0	19.0	259.0	22.0	235.0	203.0	548.0	272.0	720.0	471.0	54.0	420.0	55.0	292.0	144.0	47.0	2.0	0.0	0.0
Pyrinomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Reyranellaceae	2.0	6.0	6.0	24.0	16.0	0.0	4.0	33.0	5.0	6.0	4.0	0.0	43.0	47.0	18.0	9.0	6.0	0.0	0.0	0.0
Rhizobiaceae	48.0	55.0	128.0	290.0	228.0	58.0	147.0	352.0	76.0	85.0	100.0	140.0	911.0	267.0	119.0	118.0	41.0	2.0	1.0	0.0
Rhizobiales Incertae Sedis	9.0	23.0	41.0	91.0	206.0	9.0	38.0	232.0	26.0	59.0	114.0	78.0	239.0	55.0	264.0	250.0	119.0	0.0	2.0	0.0
Rhodanobacteraceae	8.0	19.0	15.0	83.0	8.0	10.0	27.0	29.0	45.0	9.0	18.0	21.0	34.0	147.0	14.0	25.0	4.0	1.0	0.0	0.0
Rhodobacteraceae	518.0	785.0	2696.0	2252.0	4129.0	492.0	1424.0	3445.0	518.0	1222.0	2257.0	4584.0	5269.0	2111.0	3564.0	3701.0	360.0	4.0	4.0	13.0
Rhodobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodocyclaceae	133.0	144.0	187.0	314.0	107.0	117.0	202.0	194.0	235.0	140.0	120.0	136.0	751.0	2036.0	75.0	141.0	120.0	0.0	0.0	2.0
Rhodomicrobiaceae	0.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodopirillaceae	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	2.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodospirillaceae	1.0	7.0	8.0	2.0	19.0	1.0	6.0	60.0	3.0	9.0	12.0	4.0	20.0	7.0	22.0	11.0	0.0	0.0	0.0	0.0
Rhodothermaceae	0.0	0.0	0.0	3.0	0.0	1.0	2.0	2.0	6.0	2.0	1.0	0.0	7.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
Rickettsiaceae	3.0	1.0	0.0	2.0	5.0	5.0	9.0	10.0	14.0	3.0	16.0	2.0	62.0	7.0	19.0	21.0	0.0	0.0	0.0	0.0
Rikenellaceae	56.0	30.0	25.0	12.0	27.0	68.0	40.0	16.0	53.0	30.0	22.0	5.0	13.0	37.0	44.0	25.0	25.0	0.0	0.0	0.0
Roseiflexaceae	0.0	1.0	0.0	5.0	9.0	1.0	3.0	0.0	1.0	3.0	2.0	0.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
Rs-E47 termite group	0.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Rs-M59 termite group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubidibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubinisphaeraceae	0.0	0.0	3.0	9.0	2.0	1.0	6.0	8.0	8.0	4.0	2.0	3.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubritaleaceae	6.0	1.0	0.0	11.0	0.0	8.0	17.0	12.0	22.0	18.0	16.0	10.0	19.0	6.0	6.0	3.0	4.0	0.0	0.0	0.0
Rubrobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae	128.0	40.0	33.0	277.0	47.0	128.0	106.0	97.0	98.0	64.0	49.0	19.0	168.0	209.0	62.0	49.0	159.0	7.0	6.0	6.0
S15-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S15A-MN91	3.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	4.0	1.0	3.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
S25-593	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SAR116 clade	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SB-5	11.0	6.0	4.0	7.0	5.0	23.0	12.0	3.0	18.0	5.0	6.0	2.0	5.0	9.0	8.0	0.0	13.0	0.0	0.0	0.0
SC-I-84	15.0	50.0	51.0	210.0	76.0	6.0	33.0	85.0	50.0	57.0	74.0	59.0	26.0	55.0	12.0	32.0	17.0	0.0	0.0	0.0
SG8-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
SM23-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SM2D12	10.0	7.0	3.0	8.0	21.0	17.0	15.0	10.0	18.0	6.0	10.0	0.0	65.0	12.0	18.0	5.0	0.0	0.0	0.0	0.0
ST-12K33	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Saccharimonadaceae	3.0	5.0	0.0	2.0	5.0	2.0	0.0	6.0	2.0	0.0	2.0	0.0	4.0	12.0	11.0	4.0	0.0	0.0	0.0	0.0
Saccharospirillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salinivirgaceae	4.0	2.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sandaracinaceae	4.0	7.0	5.0	21.0	4.0	8.0	14.0	38.0	14.0	10.0	4.0	4.0	110.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
Sanguibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Saprospiraceae	90.0	36.0	29.0	42.0	36.0	86.0	59.0	18.0	106.0	43.0	45.0	28.0	37.0	920.0	43.0	37.0	32.0	0.0	0.0	0.0
Scalinduaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schleiferiaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schlesneriaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sedimenticolaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shewanellaceae	3.0	1.0	0.0	2.0	1.0	0.0	2.0	3.0	1.0	3.0	4.0	0.0	11.0	2.0	0.0	7.0	0.0	0.0	1.0	0.0
Sneathiellaceae	0.0	2.0	2.0	3.0	5.0	0.0	0.0	2.0	0.0	4.0	2.0	0.0	2.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0
Solibacteraceae (Subgroup 3)	0.0	1.0	4.0	2.0	0.0	1.0	4.0	13.0	5.0	0.0	1.0	3.0	4.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
Solimonadaceae	6.0	8.0	5.0	0.0	7.0	4.0	4.0	1.0	3.0	1.0	2.0	0.0	30.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0
Solirubrobacteraceae	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Sphingobacteriaceae	136.0	110.0	50.0	42.0	107.0	167.0	95.0	44.0	127.0	61.0	52.0	29.0	43.0	81.0	82.0	93.0	95.0	0.0	0.0	0.0
Sphingomonadaceae	401.0	492.0	824.0	1107.0	1634.0	385.0	812.0	927.0	664.0	475.0	853.0	1020.0	5052.0	764.0	2245.0	2000.0	561.0	3.0	3.0	1.0
Spirochaetaceae	8.0	6.0	3.0	7.0	3.0	5.0	1.0	9.0	10.0	3.0	1.0	4.0	11.0	6.0	4.0	9.0	7.0	0.0	0.0	0.0
Spirosomaceae	8033.0	15842.0	8350.0	1482.0	13321.0	9423.0	5545.0	4828.0	4465.0	4892.0	4463.0	1071.0	1963.0	2539.0	9685.0	7508.0	13443.0	17.0	11.0	18.0
Spongiibacteraceae	4.0	9.0	7.0	5.0	6.0	2.0	9.0	8.0	4.0	0.0	4.0	2.0	103.0	12.0	1.0	0.0	128.0	0.0	0.0	0.0
Sporichthyaceae	55.0	148.0	247.0	50.0	509.0	76.0	60.0	253.0	73.0	160.0	200.0	46.0	15.0	46.0	1100.0	1061.0	87.0	0.0	0.0	0.0
Sporolactobacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcaceae	19.0	9.0	5.0	20.0	9.0	19.0	19.0	14.0	43.0	7.0	7.0	28.0	20.0	33.0	15.0	14.0	16.0	3609.0	3576.0	3897.0
Stappiaceae	0.0	0.0	0.0	3.0	3.0	0.0	1.0	1.0	0.0	1.0	1.0	3.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Steroidobacteraceae	3.0	8.0	10.0	17.0	4.0	1.0	3.0	13.0	8.0	5.0	10.0	9.0	9.0	8.0	5.0	12.0	230.0	0.0	0.0	0.0
Streptococcaceae	7.0	3.0	4.0	6.0	7.0	2.0	1.0	3.0	2.0	15.0	3.0	4.0	5.0	33.0	5.0	5.0	0.0	77.0	47.0	50.0
Streptomycetaceae	11.0	33.0	70.0	28.0	126.0	22.0	20.0	61.0	17.0	42.0	31.0	11.0	13.0	62.0	139.0	116.0	62.0	0.0	0.0	0.0
Streptosporangiaceae	0.0	1.0	0.0	1.0	5.0	1.0	0.0	1.0	0.0	3.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Succinivibrionaceae	3.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	1.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0
Sulfuricellaceae	10.0	8.0	16.0	13.0	7.0	7.0	11.0	15.0	11.0	7.0	18.0	8.0	20.0	24.0	3.0	0.0	4.0	0.0	0.0	0.0
Sulfurospirillaceae	92.0	34.0	31.0	37.0	66.0	120.0	122.0	69.0	89.0	21.0	18.0	0.0	68.0	126.0	85.0	44.0	55.0	0.0	0.0	0.0
Sulfurovaceae	92.0	19.0	5.0	17.0	8.0	110.0	53.0	13.0	103.0	18.0	13.0	3.0	35.0	138.0	151.0	180.0	12.0	0.0	0.0	0.0
Sva1033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Synechococcales Incertae Sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Synergistaceae	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophaceae	4.0	4.0	0.0	27.0	9.0	5.0	22.0	19.0	24.0	5.0	14.0	8.0	115.0	26.0	2.0	0.0	0.0	1.0	0.0	0.0
Syntrophobacteraceae	0.0	1.0	0.0	4.0	0.0	0.0	3.0	2.0	4.0	2.0	1.0	4.0	18.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophomonadaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Syntrophorhabdaceae	0.0	0.0	0.0	2.0	0.0	0.0	5.0	6.0	2.0	0.0	1.0	0.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
T34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TRA3-20	12.0	13.0	12.0	35.0	8.0	10.0	14.0	27.0	23.0	12.0	8.0	7.0	20.0	23.0	5.0	0.0	8.0	0.0	0.0	0.0
TSAC18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tannerellaceae	5.0	4.0	0.0	0.0	5.0	5.0	3.0	2.0	8.0	1.0	1.0	0.0	4.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Tenderiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tepidisphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Terasakiellaceae	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Terrimicrobiaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thalassospiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoactinomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Thermoanaerobacteraceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoanaerobaculaceae	0.0	1.0	0.0	6.0	2.0	0.0	5.0	2.0	2.0	4.0	1.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermomonosporaceae	0.0	1.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Thioalkalispiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thioglobaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiohalorhabdaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiomicrospiraceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Thiotrichaceae	5.0	1.0	6.0	10.0	0.0	4.0	2.0	0.0	3.0	1.0	1.0	0.0	35.0	20.0	1.0	0.0	0.0	0.0	1.0	0.0
Thiovulaceae	569.0	75.0	71.0	254.0	198.0	545.0	666.0	370.0	710.0	145.0	120.0	15.0	278.0	404.0	115.0	97.0	2.0	0.0	0.0	0.0
Tistrellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trueperaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UASB-TL25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA12409	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
URHD0088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Unknown Family	13.0	26.0	4.0	39.0	16.0	11.0	18.0	44.0	30.0	14.0	0.0	21.0	199.0	31.0	2.0	12.0	255.0	0.0	0.0	0.0
VHS-B3-70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
VHS-B4-70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonellaceae	12.0	10.0	13.0	11.0	11.0	11.0	5.0	24.0	20.0	26.0	16.0	7.0	5.0	27.0	9.0	7.0	0.0	1.0	0.0	0.0
Vermiphilaceae	0.0	5.0	0.0	3.0	3.0	1.0	3.0	3.0	4.0	7.0	7.0	3.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0
Verrucomicrobiaceae	12.0	2.0	0.0	17.0	2.0	18.0	11.0	52.0	19.0	64.0	52.0	0.0	36.0	9.0	21.0	16.0	0.0	0.0	0.0	0.0
Vibrionaceae	8.0	4.0	4.0	3.0	5.0	4.0	6.0	3.0	6.0	7.0	2.0	5.0	22.0	4.0	4.0	0.0	6.0	14.0	7.0	3.0
Victivallaceae	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	14.0	0.0	14.0	9.0	0.0	0.0	0.0	0.0
WD2101 soil group	0.0	3.0	0.0	7.0	0.0	0.0	2.0	2.0	1.0	2.0	1.0	0.0	22.0	1.0	2.0	6.0	0.0	0.0	0.0	0.0
Weeksellaceae	30.0	25.0	6.0	5.0	12.0	25.0	11.0	11.0	23.0	8.0	6.0	2.0	5.0	7.0	17.0	24.0	21.0	0.0	0.0	0.0
Woeseiaceae	4.0	4.0	0.0	2.0	1.0	0.0	5.0	2.0	0.0	0.0	3.0	0.0	10.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Wohlfahrtiimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xanthobacteraceae	19.0	27.0	30.0	163.0	154.0	27.0	63.0	139.0	47.0	37.0	50.0	53.0	448.0	180.0	87.0	45.0	2167.0	1.0	1.0	0.0
Xanthomonadaceae	124.0	112.0	108.0	507.0	88.0	77.0	194.0	229.0	271.0	136.0	149.0	227.0	127.0	324.0	85.0	87.0	125.0	2.0	2.0	0.0
Xenococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Xiphinematobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bac2nit3	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bacteriap25	0.0	0.0	0.0	5.0	1.0	0.0	2.0	7.0	0.0	0.0	1.0	0.0	21.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0
env.OPS 17	12.0	5.0	5.0	7.0	2.0	20.0	13.0	2.0	20.0	13.0	6.0	4.0	6.0	21.0	15.0	12.0	0.0	0.0	0.0	0.0
mle1-27	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
p-251-o5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p-2534-18B5 gut group	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
possible family 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s74e-6049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
uncultured	0.0	8.0	5.0	8.0	5.0	10.0	1.0	12.0	2.0	7.0	14.0	2.0	1.0	2.0	15.0	13.0	33.0	0.0	0.0	0.0
vadinBE97	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
