readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
9a5f7541-28f9-42d9-b84b-72d82f934690	unclassified	0	0	0	0	1032	1
b4b129ed-5fdf-4f59-a722-3c1328d49375	cid|2033869	2033869	1300	0	76	1056	1
08d7b7d5-cb67-4383-873b-ea976c086615	cid|1727163	1727163	1352	0	82	1438	1
e8a2a5c4-39cc-4502-963d-ae37c6f4c317	unclassified	0	0	0	0	1016	1
edc7da4d-9d4e-4f2b-b726-5f92e66683d4	unclassified	0	0	0	0	1670	1
19c7c596-15ef-487f-9d02-9625e73d83e3	unclassified	0	0	0	0	1347	1
9c73f81d-84c5-4ec0-bb1b-537b71980e70	cid|1141883	1141883	81	64	24	2803	1
4857ce13-fd9b-4142-a2bd-9bd2475153eb	unclassified	0	0	0	0	1206	1
0a70255e-0c93-4ec2-acb4-df25ed8000f0	cid|1884904	1884904	324	0	33	1119	1
9d48fc36-370f-44df-ae01-26fd977d10ae	cid|471827	471827	1024	1024	47	1450	4
9d48fc36-370f-44df-ae01-26fd977d10ae	cid|2005462	2005462	1024	1024	47	1450	4
9d48fc36-370f-44df-ae01-26fd977d10ae	cid|1173026	1173026	1024	1024	47	1450	4
9d48fc36-370f-44df-ae01-26fd977d10ae	cid|195253	195253	1024	1024	47	1450	4
4f8708aa-eb8b-44db-bb1f-dab754a4f405	cid|665099	665099	64	64	23	5217	2
4f8708aa-eb8b-44db-bb1f-dab754a4f405	cid|171284	171284	64	64	23	5217	2
90cc7b84-a69d-48df-a14c-8a0edb24aeab	unclassified	0	0	0	0	1082	1
b6ca1d7a-f50e-485c-b638-ce6c1aebb3d7	unclassified	0	0	0	0	1144	1
945c75c2-9374-4da7-b3f4-e9fe37cec0c8	cid|47879	47879	289	0	32	1469	1
f226681f-28bd-4e3c-befc-489a2800bf01	cid|81479	81479	302	121	75	2184	1
d261b446-ec49-420f-85a7-c5af79f08400	unclassified	0	0	0	0	2357	1
73666993-0315-48aa-8d8a-7c2ade5d80ca	cid|380	380	81	0	24	2428	1
45b56e8f-272d-48fd-88be-c95ec5562c50	cid|562	562	2132	0	88	1522	1
3295e742-879c-4e43-bf62-8310f9829995	unclassified	0	0	0	0	3261	1
018cb87b-7603-460a-b883-c3812f0e0733	unclassified	0	0	0	0	1070	1
815d68de-0e88-4e8b-bd3c-f18f30b73bad	unclassified	0	0	0	0	1365	1
726b16a4-88e8-4192-9eb2-e78feed21a03	unclassified	0	0	0	0	1677	1
415e16df-d7d7-4e9c-9a30-ada047837d54	cid|2358	2358	144	144	27	1461	4
415e16df-d7d7-4e9c-9a30-ada047837d54	cid|97084	97084	144	144	27	1461	4
415e16df-d7d7-4e9c-9a30-ada047837d54	cid|899	899	144	144	27	1461	4
415e16df-d7d7-4e9c-9a30-ada047837d54	cid|316277	316277	144	144	27	1461	4
40fe0ae3-94e8-4e97-9748-bc81d283a363	cid|1306519	1306519	289	64	32	4484	1
21a5904a-e3e4-48c2-9e97-813655a8ae54	cid|43357	43357	81	0	24	6067	1
b7ae93e9-2cac-4988-a90a-104fd257116a	unclassified	0	0	0	0	1077	1
47a50610-d6fd-49b4-b62a-ca3f4f5112e0	cid|63	63	400	361	35	1036	1
ef8c1cd6-76de-4996-bfb8-f0df94742610	cid|67780	67780	1225	0	50	1355	1
223af0d7-2f38-49f5-b2d6-cb3c8a89217d	cid|1703	1703	100	64	25	3857	1
7c6ac06e-c37b-4555-8d2b-de7593933351	unclassified	0	0	0	0	1051	1
8ea75d95-8062-4c26-8eb1-dbac7e37a716	cid|232259	232259	225	196	30	2673	1
378165a0-23a2-4a49-812c-65d0db01dcd7	cid|551760	551760	81	0	24	1878	1
89f9316c-9b0d-415d-88dc-8a7e9ad0f16e	cid|1678129	1678129	1329	0	106	5974	1
e3a5a004-e4d2-47d0-9df6-7321d0de6251	cid|187145	187145	4900	0	85	1445	1
91898604-2964-49f7-9f75-e57821ac9c31	cid|1063	1063	2304	0	63	1185	1
06009ab7-6102-4b5b-8453-d00e485426ab	cid|1678128	1678128	3952	0	197	2587	1
01a1dfec-191a-49b2-83ae-f90e725b0770	cid|470	470	64	0	23	1212	1
73c4a9c4-4c2c-4f37-8a16-dda1b6bd9d8c	cid|1678128	1678128	1300	0	103	1899	1
26d3f55a-3413-4ef4-b2ef-bfc9bbb6f8aa	cid|208962	208962	81	0	24	1313	1
c7e4c2ed-9674-4f96-b10f-0d627e464067	unclassified	0	0	0	0	1570	1
29736322-45ee-4a41-b790-63157b20e828	cid|1324352	1324352	64	0	23	1283	1
f143858c-4db6-42f0-bb1f-da479650ee1e	unclassified	0	0	0	0	2658	1
d95b83f3-9af8-4702-9ddb-613999d7288e	cid|110539	110539	64	0	23	1307	1
ce38b727-c255-42c4-98ef-352a039da732	unclassified	0	0	0	0	2619	1
77bb8c6f-f5c3-4a2a-b630-a5e84cfb853c	cid|715451	715451	64	0	23	1076	1
a3ee4b16-5033-4e0b-8d7d-59f51089a2d9	unclassified	0	0	0	0	1353	1
50fcd96c-03dd-4dcf-82b1-25336311c903	cid|708131	708131	196	81	29	2275	1
e67daebe-3c0c-4587-93fb-5519a13811a7	unclassified	0	0	0	0	2565	1
a2ad1776-d5c7-4053-9426-047ab798250c	cid|36861	36861	353	225	55	7536	1
b0cc8fea-4f6f-4ec9-ad47-b408920271c2	cid|128944	128944	64	64	23	1267	3
b0cc8fea-4f6f-4ec9-ad47-b408920271c2	cid|1933220	1933220	64	64	23	1267	3
b0cc8fea-4f6f-4ec9-ad47-b408920271c2	cid|2003121	2003121	64	64	23	1267	3
82bc71a1-4456-4272-871a-6c393103f968	cid|576611	576611	400	64	35	2631	1
14140a37-d182-44e6-be6f-23e5da00709a	cid|1917158	1917158	100	100	25	3227	2
14140a37-d182-44e6-be6f-23e5da00709a	cid|2058133	2058133	100	100	25	3227	2
6329c816-8817-4cad-a6e6-897d8b753318	unclassified	0	0	0	0	1819	1
a976d79a-8948-4c52-968f-37ca4b25b2f0	cid|31964	31964	64	0	23	2342	1
4c9e6eab-ec1f-4138-a4e5-67be0dd5c11f	cid|80867	80867	81	0	24	6083	1
962e5861-9c5f-4118-9ec1-7cc5f3238511	cid|191579	191579	3802	0	100	1459	1
eaa4d0e3-d96e-46d4-b3fd-f09322b6a19b	cid|1678128	1678128	2957	0	105	1486	1
729aed6a-48d2-498e-8420-62db8dc420ee	cid|441209	441209	1961	0	89	1253	1
850c219f-a367-44b7-a12e-54a51120ef63	cid|742013	742013	100	100	25	5080	2
850c219f-a367-44b7-a12e-54a51120ef63	cid|47850	47850	100	100	25	5080	2
91193288-e73c-412b-80b2-2b69b73a9ccc	cid|80842	80842	3385	0	107	1543	1
