  0.93	1	0	F	85025	              Nocardiaceae
  0.93	1	0	G	1817	                Nocardia
  0.93	1	1	S	134962	                  Nocardia soli
  0.93	1	0	O	85004	            Bifidobacteriales
  0.93	1	0	F	31953	              Bifidobacteriaceae
  0.93	1	1	G	1678	                Bifidobacterium
  0.93	1	0	O	85006	            Micrococcales
  0.93	1	0	F	85023	              Microbacteriaceae
  0.93	1	0	G	33882	                Microbacterium
  0.93	1	1	S	1938334	                  Microbacterium sp. TPU 3598
  0.93	1	0	O	85008	            Micromonosporales
  0.93	1	0	F	28056	              Micromonosporaceae
  0.93	1	0	G	673534	                Plantactinospora
  0.93	1	1	S	2071627	                  Plantactinospora sp. BB1
  0.93	1	0	O	85011	            Streptomycetales
  0.93	1	0	F	2062	              Streptomycetaceae
  0.93	1	0	G	1883	                Streptomyces
  0.93	1	1	S	1642299	                  Streptomyces alfalfae
  6.48	7	0	P	1239	        Firmicutes
  6.48	7	0	C	91061	          Bacilli
  3.70	4	0	O	186826	            Lactobacillales
  3.70	4	0	F	33958	              Lactobacillaceae
  3.70	4	1	G	1578	                Lactobacillus
  0.93	1	1	S	1584	                  Lactobacillus delbrueckii
  0.93	1	1	S	28038	                  Lactobacillus curvatus
  0.93	1	1	S	33959	                  Lactobacillus johnsonii
  2.78	3	0	O	1385	            Bacillales
  2.78	3	0	F	186817	              Bacillaceae
  1.85	2	0	G	1386	                Bacillus
  1.85	2	0	S	86661	                  Bacillus cereus group
  1.85	2	2	S	1396	                    Bacillus cereus
  0.93	1	0	G	129337	                Geobacillus
  0.93	1	0	S	1505648	                  Geobacillus thermoleovorans group
  0.93	1	1	S	33938	                    Geobacillus thermocatenulatus
  1.85	2	0	-	1798711	        Cyanobacteria/Melainabacteria group
  1.85	2	1	P	1117	          Cyanobacteria
  0.93	1	0	O	1890424	            Synechococcales
  0.93	1	0	F	1890426	              Synechococcaceae
  0.93	1	0	G	167375	                Cyanobium
  0.93	1	1	S	59930	                  Cyanobium gracile
  7.41	8	0	-	1783270	      FCB group
  7.41	8	0	-	68336	        Bacteroidetes/Chlorobi group
  7.41	8	1	P	976	          Bacteroidetes
  2.78	3	0	C	117743	            Flavobacteriia
  2.78	3	0	O	200644	              Flavobacteriales
  2.78	3	0	F	49546	                Flavobacteriaceae
  0.93	1	0	G	237	                  Flavobacterium
  0.93	1	1	S	1763534	                    Flavobacterium crassostreae
  0.93	1	1	G	1016	                  Capnocytophaga
  0.93	1	0	G	336276	                  Olleya
  0.93	1	1	S	2058135	                    Olleya sp. Bg11-27
  1.85	2	0	C	768503	            Cytophagia
  1.85	2	0	O	768507	              Cytophagales
  0.93	1	0	F	89373	                Cytophagaceae
  0.93	1	0	G	861914	                  Fibrella
  0.93	1	1	S	1834519	                    Fibrella sp. ES10-3-2-2
  0.93	1	0	F	1853232	                Hymenobacteraceae
  0.93	1	1	G	1379908	                  Rufibacter
  0.93	1	0	C	117747	            Sphingobacteriia
  0.93	1	0	O	200666	              Sphingobacteriales
  0.93	1	0	F	84566	                Sphingobacteriaceae
  0.93	1	0	G	423349	                  Mucilaginibacter
  0.93	1	1	S	1300914	                    Mucilaginibacter sp. PAMC 26640
  0.93	1	0	C	1853228	            Chitinophagia
  0.93	1	0	O	1853229	              Chitinophagales
  0.93	1	0	F	563835	                Chitinophagaceae
  0.93	1	0	G	79328	                  Chitinophaga
  0.93	1	1	S	79329	                    Chitinophaga pinensis
